Review Title,Rating,Review Body,Review Date
No title,No rating,"This cpu is part of my upgrade from socket 1200 to socket 1700. This cpu is noticeably faster than the one it replaced, a 10th generation Intel i5. This cpu runs very cool and provides plenty of power for my everyday computing needs, which do not include gaming. My system currently runs the Zorin OS (Linux) smoothly and efficiently with temperatures sometimes under 30 degrees. Just remember that with this cpu you need a graphics card as the chip does not have that component. It is a nice touch that this cpu is compatible with either DDR4 or DDR5 memory. Just check the standards for the motherboard you intend to purchase. Best of luck with building your own desktop.",24 March 2024
No title,No rating,Its a damn good budget CPU. Great for 1080p -1440p gaming and everyday use with low power draw and heat output. No IGPU so you'll need a GPU of some kind in your build but that's about it,23 March 2024
No title,No rating,"CPU is bad and used, Today open the box. the cpu came in a new box, but the cpu was broken. This is a real scam.!!!!",22 March 2024
No title,No rating,"all good, im using this pc now... for once the pc is working",20 March 2024
No title,No rating,for the money not bad for basic home computing starter CPU just wait and later buy an i9 14th gen CPU they kick asssss.,18 March 2024
No title,No rating,good,18 March 2024
No title,No rating,Great performance for the price. Cooler it comes with is great.,10 March 2024
No title,No rating,"Really great CPU, budget friendly. I recently build my pc and paired with rx 6600",5 March 2024
No title,No rating,"If your on a price crunch i highly recommend this processor. It will eat just about any game, but dont expect 19 performance",3 March 2024
No title,No rating,Insane cpu for budget builds,25 February 2024
No title,No rating,Good if you doing light work or no serious gaming. I returned and went with a 5600x,18 February 2024
No title,No rating,Good processor for office and games,18 February 2024
No title,No rating,Works great,11 February 2024
No title,No rating,"Lo mejor en calidad precio para gamer de entrada, rinde muy bien la verdad lo recomiendo",1 February 2024
No title,No rating,"Normally I buy i7 processor machines, but I bought three of these for some basic gaming machines and they work great. Good benchmarks, no issues with gaming.",21 January 2024
No title,No rating,Perfecto,20 January 2024
No title,No rating,Works perfect 👍🏼,17 January 2024
No title,No rating,Good enough to game with and under 100$,9 January 2024
No title,No rating,予算の都合でこの世代のi3にゲームができるのでこれでいいかなと買いました。ゲームはできるのでいいですがわりと処理量がすぐに多くなり94%と処理が追いつけないことが時にはあるので今後は同じ世代のか次の世代のi5に乗り換えようと考えています。その他はとく問題にあたるところはないので良いと思います。,6 January 2024
No title,No rating,"My oldest ordered this for a PC he built on hiw own, with all the parts needed. He happy with it",3 January 2024
No title,No rating,"Bought this for my modernity pack coming from an AMD hex-core. This little quad core slaps the FX series around in almost very manner, including lower power consumption. Pair this with a decent MoBo and RAM, and you have a great foundation. My only complaint, and it's small, but they don't include any thermal paste in the box, but meh.",2 January 2024
No title,No rating,"If you're building a PC on a budget, and don't want to go with AMD, this isn't a bad option. Will play optimized AAA titles just fine, but I would recommend this to more of an e-sports gamer or someone who enjoys older titles. If you're in the market for a streaming system or a media center, AMD has much better offerings.",2 January 2024
No title,No rating,定評通りの性能でした。古い世代のCPUを使う気がなくなります。,28 December 2023
No title,No rating,Me faltan otros componentes para ponerla a trabajar.,27 December 2023
No title,No rating,"It came inside an Amazon bag, so the box bumped a little, as can be seen. Works great for gaming and office work as well, paired with a fast SSD and nice RAM sticks.",7 December 2023
No title,No rating,numeric calculations,5 December 2023
No title,No rating,旧世代のトップクラスのCPU並みの性能なのでそこそこ優秀。4070Tiぐらいの組み合わせならそこまでボトルネックにならず動くものも多いです。4090だとさすがに処理が追い付かなくはなりますがそれでも数％ダウンぐらいなので消費電力を考えれば頑張ってる方でしょう。手軽に安くゲーミングPC作るならおすすめ,26 November 2023
No title,No rating,"I loved the i3-12100f because it is very cheap, but performs and likely wont bottleneck any of your GPUs (Unless your using a 4090 or sum). I saw fps numbers well above the hundred mark when playing many triple A titles, and it can go over 2 to even 3 hundred fps on esport titles. I paired it with a 6650xt",24 November 2023
No title,No rating,"Este pequeño amigo puede con todo y más!!! tírale juegos de realidad virtual juegos AAA Battlefield call of duty Microsoft flight simulator, edición de fotografía y video .no necesitas comprarte el 14,900 de última generación este pequeño amigo no consume absolutamente nada de corriente, y te mantiene el sistema estable para poder jugar y hacer tus actividades por horas sin ningún problema .con las temperaturas más bajas que he visto en un procesador ...es una maravilla!",23 November 2023
No title,No rating,CPU is amazing for it's price. Decent performance compared to the predecessors. Pack it with RX 6600 and you will be happy playing your favourite games without hassle.,23 November 2023
No title,No rating,Good cpu but the cooler was a pain to install.,19 November 2023
No title,No rating,Great product fast shipping,9 November 2023
No title,No rating,I was shocked by the incredible performance of this CPU. I love it. Incredible performance in a small package,27 October 2023
No title,No rating,"I didnt expect much from an i3, but once again I was blinded by the label. This product holds the price to performance of a console KILLER. It's single core power is up there with the ryzen 7000 series processors, supporting ddr5 ram at only 90 dollars WITH the cooler. Assuming your average cooler is about 10 dollars, you really can't go wrong with an 84 dollar cpu capable of 500+ fps on minecraft, 300+ fps on valorant, etc.I will say though, a quad core cpu in 2023 is a bit questionable, since you'll have extra issues streaming and recording games. The cache is also pretty low for this cpu, but you really can't hate too much on a 90 dollar cpu at this magnitude of performance.Overall solid cpu, more than I need for games and editing. DONT BE BLINDED BY THE I3 LABEL, IT PERFORMS UP THERE WITH RYZEN CPUS AND 10TH GEN I7S!!!",22 October 2023
No title,No rating,Muy bueno,21 October 2023
No title,No rating,Ich kann diese CPU nur zum Spielen bestens Empfehlen. Warum? Weil die meisten Games nur 4-6 Cores Verwenden. Der i3 12100f ist perfekt für eine sparsame Endleistung. Ich nutze diese CPU in Verbindung mit einer RX6650XT und spiele Far Cry 6 ( Ultra Settings ) mit 100 FPS. Die CPU ist extrem Sparsam. Eine superschnelle Kombination.,20 October 2023
No title,No rating,ottimo a prezzo davvero conveniente! passato da i7 2600 c'è un bel salto di qualità,16 October 2023
No title,No rating,Overall CPU looks to work good still in BIOS but came to realize one of the CPU fan blades broke and when in turbo mode it makes the whole PC vibrate. Hoping to be sent a new cpu cooler or fan.,15 October 2023
No title,No rating,"It’s an intel processor, it’s gonna work, and it’s gonna work as expected. Good product, package was fairly banged up and the cpu is shipped visible at the top of the box standard from intel, I was lucky the cpu didn’t get damaged, cause the box sure did",15 October 2023
No title,No rating,This is a great CPU to buy. It is good value. It also gives me high performance in gaming. It was also easy to set up. So far it has no problems.,8 October 2023
No title,No rating,"Beast for the money.  Didn't quite work out with dlss frame gen and ms flight simulator, but slayed anything else.",4 October 2023
No title,No rating,Work as expected but no video in case bios display is lost .,27 September 2023
No title,No rating,Lo compré porque creía que la nueva arquitectura y las nuevas tecnologías que traía la 12va generación de Intel serían muy diferente y más potente que las generaciones anteriores pero en mi caso solo hubo un rendimiento de alrededor de un 5% con este procesador.,24 September 2023
No title,No rating,Probably the best 100 dollar cpu out there.,22 September 2023
No title,No rating,"It is exactly what it shows and described on the promo. Works like a charm. I'm even surprised myself of how great is performing in my system. Comes with the whole shebang ready to install and also comes ready to install on the motherboard (Silver Thermal Grease CPU Heatsink Compound Paste). No need to put anything, just peel off the plastic and install... Awesome.",21 September 2023
No title,No rating,"I was building a PC and I was on a budget. Not very high budget. I picked this up for $119 Canadian. Overall, this thing is flipping awesome! Outperforms the slightly more expensive Ryzen 5 5500!",19 September 2023
No title,No rating,Awesome price and works flawlessly,11 September 2023
No title,No rating,"I have this installed in an ASUS PRIME PLUS-D4 with an M.2 970 EVO Pro 1TB, ZOTAC 2080, 32GB VulcanC DDR4, AZZA Spectra 280 case with 7 fans.  Running 1080P maxed out CyberPunk 2077 @ 57-60fps WHILE streaming was more than I thought this 'lil dude could handle. Third day stock cooler couldn't keep up so I threw in a Deepcool cooler in there! Never goes above 70C now.... Love this build :)",9 September 2023
No title,No rating,"I’ve paired it with a RX 7600. Works pretty well with it. I’ve not experienced any issues so far.You may push to get a i5-12400F for higher cores if your budget allows it. Otherwise, this is a great starting point for a budget PC build.",9 September 2023
No title,No rating,"the i3-10100f’s main flaw was the small cache size of 6mo… this one has 12mo… which is a massive uplift in stability when gaming… and speaking of gaming…. the cooler it comes with ( idk why but one of the 4 push pins never wanted to be fully pushed ) well… playing gta 5 at 120fps led me to 85-92 degrees on the cpu…… sorry but this is not a laptop, this is unacceptable…………..get ready for a cooler upgrade, i can’t believe they even give this but twice bigger for the i9’s… oof…. struggling under 35w load, that’s pathetic",6 September 2023
No title,No rating,"LLegó bien y en su caja, sólo que después de adquirirlo pensé en cambiarlo y como yo debía pagar el embalaje, prefería quedármelo. Si la diferencia de precio con el procesador con gráficos integrados es mínima, sería mejor idea adquirir el otro modelo",2 September 2023
No title,No rating,"I bought this cause I didn’t want something too expensive and this price was good for me so i went ahead and got it. its great for what i use it for, works very well in my PC setup",30 August 2023
No title,No rating,"If you look you will see this but I didn’t expect this processor to lack onboard graphics, just leaving this review so others know.",29 August 2023
No title,No rating,"Todo iba muy bien y a los 6 meses de uso, dejó de funcionar.",27 August 2023
No title,No rating,"I have this in my plex server for transcoding. I try to only direct play, but cant always do it. This thing transcodes flawlessly. I am impressed",27 August 2023
No title,No rating,"Es una maravilla de precesador, llego en muy buen estado el paquete y solo me tardo 9 dias en llegar a colombia Lo recomiendo 10/10",19 August 2023
No title,No rating,"Not sure if I have a bad motherboard, processor or memory.  Won't post.",18 August 2023
No title,No rating,Cumple con las espectativas,14 August 2023
No title,No rating,Best price to performance CPU in 2023,13 August 2023
No title,No rating,I saw the imprint of poorly whipped off thermal paste on my chip and if ur paying new prices for a used chip. What's the point.,9 August 2023
No title,No rating,"Amazing cpu for less then 100$. I put this into my build and it is VERY fast. I can play any game with no issues paired with Rx 6600. I would recommend upgrading to a better cpu in a year or 2 like a 12400F, but it isn’t necessary. If u are building a budget build then this is an awesome choice tho it will slowdown on you in a year or 2 so that’s why I’m gonna upgrade to 12400F soon",8 August 2023
No title,No rating,fan came broken twice.,7 August 2023
No title,No rating,"This CPU is really good for people who are looking to build a gaming PC on a budget. I am using it for my gaming PC, and its performance is really good for its price.",4 August 2023
No title,No rating,Súper procesador costo beneficio,3 August 2023
No title,No rating,bon produit je recommande,3 August 2023
No title,No rating,This CPU was priced right for my new build. Only problem I had was mounting the stock fan to the motherboard.,3 August 2023
No title,No rating,"My last I3 was the gen 9, so jumping to 12 and seeing that its a PINLESS CPU (pins are on the motherboard) was a big surprise and a bit of a relief. Overall I am damned happy with the upgrade, its not a top end gaming PC but its more than enough. I don't do competitive FPS games, RTX lighting is obnoxious as well as motion blur - basically purty graphics and good performance is what matters.That said the one complaint I do have falls on Amazon. You'd think that a processor would be packaged in a box with some protective wrapping right? Nope. Paper bag with no bubble wrap that also arrived torn. The fact that the RAM didn't fall out the hole and that the CPU works fine is a relief.",3 August 2023
No title,No rating,CPU Core i7が欲しかったが、ゲームをしない私には充分の作動です。,2 August 2023
No title,No rating,Excelente producto.,1 August 2023
No title,No rating,i bought the intel core i3 12100f nothing was wrong with it the fan of the cooler that came with the cpu broke and i bought a second and it came in secured so beware when pc parts on amazon.,28 July 2023
No title,No rating,"Do grania w 1080p idealny, bardzo niski pobór mocy, niskie temperatury, wydajnościowo w grach nie odstaje od Ryzena 5600. Jeśli chodzi o wielozadaniowość (multicore) wypada gorzej ale to mi nie przeszkadza.",28 July 2023
No title,No rating,"Funcionando perfecto, por el precio no hay nada mejor",28 July 2023
No title,No rating,mon fils  a remonté  un boitier  d  ordinateur  vide .il a acheté divers  composantes individuellement  pour  en faire  un ordinateur  personnalisé  et  jouer a ses jeux  préférés .  très  satisfait et  performant .,28 July 2023
