Review Title,Rating,Review Body,Review Date
No title,No rating,"CPU molto versatile essendo che la utilizzo per varie funzioni, ma sotto sforzo durante il gaming risulta prestante e stabile.Incluso dissipatore.",20 February 2023
No title,No rating,Parfait pour une bonne workstation et plus si affinité,16 February 2023
No title,No rating,Funciona bien aunque el ventilador de stock enfría poco y hay que comprar refrigeración líquida si no quieres que se ponga a 100grados (en tareas muy exigentes claro),7 February 2023
No title,No rating,ottimo prodotto silenziosissimo,23 January 2023
No title,No rating,インテルはスロット１以来になる。同価格帯ならAMDだと今でも思っている。ただCPUソケットがAM5に変わり慌ててAM4のMBを探したがどれも高いこと高いこと。またギガバイト社の上位のMBは米国からの輸入品しかないときた。そこで同社のMBを検索するとZ690でDDR4対応のMBが普通にほぼ半額だった。ならばAMDの5900Xと同程度と思い本製品の購入に至る。「CPUが反る」等の書き込みが多いので「例のアレ」を同時購入した。良い製品かどうかは組んでみなければわからない。楽しみにしている。,22 December 2022
No title,No rating,持ち合わせのパソコンでは使えないのがわかったので返品しました。,19 November 2022
No title,No rating,"Spinge come un cinghiale, ma in certi scenari scalda come un animale",15 November 2022
No title,No rating,Pc gaming,14 November 2022
No title,No rating,Rapporto qualità prezzo semplicemente imbattibile! Il migliore se vuoi spendere il giusto senza ipotecare casa!,12 November 2022
No title,No rating,"Ottimo e veloce processore, testato e provato, per il momento non mi ha dato problemi",22 October 2022
No title,No rating,"CPU molto versatile puoi fare di tutto dal lavoro al gaming senza problemi (Consiglio di sostituire il dissipatore stock rumoroso sotto sforzo, magari con un impianto a liquido)",29 September 2022
No title,No rating,"Acquistato di recente questo processore di 12th gen devo dire che é una bomba, sia per quanto riguarda il Gaming che per la gestione di altri programmi. A differenza dell' I9 scalda la metà.. Insomma stra consiglio.",27 September 2022
No title,No rating,CPUは箱入りだが、メモリは紙パックなんだよ、きちきちに詰めたらメモリのパッケージにダメージくるだろう！動作不良になったら責任とれるんかい！！！！　置き配指定してるんだからポストにむりやり詰め込まあうにエレベーターあるんだから部屋まで上がれよ！！！,22 September 2022
No title,No rating,"Processeur utilisé pour du montage vidéo, retouches photos et un peu de jeu, processeur à l'aise et chauffe beaucoup moins que le modèle K.",21 August 2022
No title,No rating,Nachdem die erste CPU nur gut 1 Monat funktionierte. Warte ich nun seit über 2 Monaten auf die Garantieabwicklung durch Intel. Sowas habe ich noch nie erlebt. Jetzt bin ich jedenfalls bereit für Ryzen.,18 August 2022
No title,No rating,Ottima cpu di fascia alta x chi oltre al gaming vuole qualcosa in più,10 August 2022
No title,No rating,Before buying keep in mind that you might need a good cooler. I bought Noctua D15 which is very good at cooling and it costs me more than €100. So add more €100 while thinking to buy any intel high end processors.The delivery was also late.,27 July 2022
No title,No rating,"acheté pour remplacer un i9-9900, très efficace.",18 July 2022
No title,No rating,i9 9900kから以降しました。進化を体感出来ました。やはり最新が最良なのですね。悩んでたら購入すべきです、満足度はかなり高いです。ただamazonより販売店の方が安い場合が有ります。私は３０００円ほどamazonにお布施しました。,3 July 2022
No title,No rating,"Casi perfecto, solo por el precio.",19 June 2022
No title,No rating,"Posso sapere perché la scatola è stata aperta e danneggiata? L'ho comprato nuovo, ma sembra che hanno giocato a calcio con lui",5 June 2022
No title,No rating,"Processore ottimo, nessun tipo di rumore. Arrivato in un ottima confezione con dissipatore ad aria. Rapporto qualità prezzo ottimo.",18 May 2022
No title,No rating,Ottimo,16 May 2022
No title,No rating,,10 May 2022
No title,No rating,"Paired this with 32gb corsair dominator DDR5 @5800mhz , asus prime A , and a 3070ti on windows 11 and I'm having a really smooth experience. Games run flawlessly and much smoother than my 10900k, went into Bios and unlocked the 65w limit and away you go. The cpu stays cool (under lian li galahad 240). Really can't fault it in anyway.",1 May 2022
No title,No rating,"Le processeur et le ventilateur ont l'air neuf mais l'emballage a déjà été ouvert à la réception. Le scotch qui ferme l'emballage a l'air d'être ouvert plusieurs fois, suspectible d'être des processeurs vracs re-emballés. Sinon, le processeur n'a pas de problème pour l'instant",29 April 2022
No title,No rating,"Passato da un 12500 comunque ottimo qui siamo comunque su un altro livello. Una velocità di esecuzione aumentata almeno di un 50 per cento, per soli 50 euro di differenza ho preferito di gran lunga questo a un 12600k non interessandomi il discorso overclock. Abbinato a un liquido Msi Coreliquid 240 v2 le temperature in idle sono di circa 23 gradi e sotto sforzo non arrivano ai 50 grazie al suo bassissimo tdp. Miglior processore rapporto qualità prezzo per quel che mi riguarda.",17 April 2022
No title,No rating,"Super processeur, très puissant, ne chauffe pas même avec le ventilo Intel fourni. Commandé le dimanche reçu le mardi.... Que du bonheur il se balade dans tous les jeux.",7 April 2022
No title,No rating,最近はryzen cpuを使用していたが、ベンチマーク等をみて、今まで使用しているintel cpu をこれに変えてみた。使用感は本当にいいcpuだと思います。windowsの起動の速さだけでも直ぐにその良さが体感できました。,31 March 2022
No title,No rating,"I have had this CPU for a few weeks now, I am impressed with its performance. However, it definitely needs a a better cooler. The one provided in the box is not sufficient even for single-threaded workloads. Though I guess this is expected ...",15 March 2022
No title,No rating,"Super contento, Siempre he tenido los i7 K y me esperaba un peor rendimiento por que venia de un i7 9700k pero me ha sorprendido con sus 65w, sinceramente su poca carga de trabajo que usa con juegos en todo al MAX como elden ring que no pasa de 15% de carga y unos 35/40ºgrados con una refigeracion liquida cerrada es una bestia, y haciendo benchmark exprimiendo al max la cpu al 100% de carga no pasa de 60ºgrados es una bestia la verdad no me iria a la version K por 100€ mas no merece la pena nada va a usar ese procesador con las aplicaciones o juegos actuales",9 March 2022
No title,No rating,"Was Intel in der 12. Prozessorgeneration abliefert, ist fast unglaublich. Nachdem AMD in den letzten Jahren die Intel-Konkurrenz gnadenlos abgehängt hat, hat sich die Situation jetzt vollkommen geändert.Der i7-12700 (aktuell boxed ca. 350€) liefert sich ein Duell auf Augenhöhe mit dem AMD R9-5900X (aktuell boxed ca. 460€).Für die Technik-Enthusiasten kurz ein paar selbst ermittelte Cinebench-Werte (R23):R9-5900X: Single-Core 1581 Punkte / Multi-Core 22126 Punktei7-12700:  Single-Core 1902 Punkte / Multi-Core 22069 PunkteBeide Systeme laufen mit 32GB DDR4-3200-Speicher (CL16, 1.35V XMP-Profil), die CPUs ohne jegliche Übertaktung. Chipsatz Intel: B660, Chipsatz AMD: B550=> Klare Kaufempfehlung!",5 March 2022
No title,No rating,CPU quasiment aussi puissant que modèle K (entre 2 et 5% de différence)  et plus facile à gérer thermiquement car 2 fois plus sobre en consommation électrique.,21 February 2022
No title,No rating,黒い砂漠画質LOW設定のｆｐｓが100〜150→130〜243まで上がったもちろんグラボは同じ2070s高画質だと差は縮まるけど安定性が違ういい買い物をしたと思う。,18 February 2022
