Review Title,Rating,Review Body,Review Date
No title,No rating,SE IL PREZZO E' SUI 250 EURO....QUALITA'-PREZZO IMBATTIBILE!,25 October 2023
No title,No rating,"Sans perte de performance avec une conso moindre ,je recommande, ne pas négliger la carte mere ! Acheter du bon !",17 October 2023
No title,No rating,Non me lo aspettavo che nel 2023 da un azienda così importante come INTEL che non sia capace di fornire un dissipatore stock degno....mentre lo montavo sulla motherboard SPINGENDO IL PERNO DI MONTAGGIO DA UN LATO SI STACCAVA DALL ALTRO... ACHE SE ERA BEN ANCORATO E RUOTATO....oltre al fatto chefortunatamente l altissimo ci ha salvato DA ALTRI POSSIBILI GRAVI PROBLEMI DI INSTALLAZIONE dotando i progettisti di un minimo ingegno nel porre tacche vincolate sul processore dal momento che la tacchetta del verso è MICROSCOPICA...Altro problema istruzioni poco chiare a disegno geroglifico..👎👎👎 speriamo che le prestazioni siano adeguate AL 2023....,15 October 2023
No title,No rating,Ottimo processore adatto per tutto,13 October 2023
No title,No rating,Très bien emballé conforme à la description installé et fonctionne,13 October 2023
No title,No rating,"Ottimo processore, se il prezzo scende è un' ottimo acquisto.",2 October 2023
No title,No rating,Un processore bestiale per 250 euro un 14 core e 20 tread fantastico,29 September 2023
No title,No rating,"J'ai récemment acheté le processeur Intel Core i5-13500 et dans l'ensemble, je suis satisfait de ses performances.Tout d'abord, ce processeur offre des performances solides pour les tâches quotidiennes et les jeux. Les performances monocœurs sont bonnes et la capacité multithread permet de gérer efficacement les charges de travail plus lourdes. J'ai remarqué une amélioration significative par rapport à mon ancien processeur, ce qui se traduit par une expérience plus fluide et réactive.Cependant, je dois souligner que le prix de ce processeur est un peu élevé pour l'année 2023. Avec l'évolution rapide de la technologie, il est possible de trouver des processeurs offrant des performances similaires à un prix inférieur. Si vous êtes à la recherche d'un processeur économique, il peut être judicieux de considérer d'autres options sur le marché.De plus, il est important de noter que ce processeur est basé sur l'architecture Alder Lake, qui est relativement nouvelle. Cela signifie qu'il peut y avoir des problèmes de compatibilité ou des ajustements nécessaires pour certains logiciels ou jeux plus anciens. Assurez-vous de vérifier la compatibilité avec votre configuration avant l'achat.En conclusion, le processeur Intel Core i5-13500 offre des performances satisfaisantes pour les tâches quotidiennes et les jeux. Cependant, le prix élevé par rapport à d'autres options sur le marché et les éventuels problèmes de compatibilité peuvent être des facteurs à prendre en compte. Si vous êtes prêt à investir dans un processeur de dernière génération, celui-ci répondra à vos besoins en termes de performances, mais il peut être judicieux de considérer d'autres options si vous recherchez un meilleur rapport qualité-prix.",25 September 2023
No title,No rating,"Bon Processeur, je l'ai monté dans une configuration gaming, il est suffisant, ne chauffe pas. Pour le prix auquel je l'ai eu je suis satisfait.",24 September 2023
No title,No rating,"Carton manque de protection, seul reproche",23 September 2023
No title,No rating,Great cpu for video editing and gaming,16 September 2023
No title,No rating,"A questo prezzo non c'è di meglio! Processore assurdo mai riuscito a mettere sotto stress se non con benchmark, temperature sempre sotto i 60 gradi (average 47-55).",15 September 2023
No title,No rating,"Bon processeur pour mon premier PC gaming,ras pour le moment, que du bonheur.",25 August 2023
No title,No rating,Die CPU ist preiswert und Leistung wert sehr gut hat mich bisher noch bei keinem Spiel enttäuscht und ist zu empfehlen 👍,24 August 2023
No title,No rating,"tres bon processeur, rapide, ne chauffe pas.",20 August 2023
No title,No rating,Eine sehr gute CPU für einen Mittelklasse Allround PC.  Sehr effizient und sparsam aber trotzdem leistungsstark...,20 August 2023
No title,No rating,Performance is good,19 August 2023
No title,No rating,Prodotto arrivato nel suo  imballaggio originale totalmente distrutto.Il dissipatore originale è arrivato distrutto.Non ho provato la CPU ma vi erano dei segni di chiaro utilizzo.La cpu merita davvero tanto straconsigliata dai vari recensori.Una delle migliori cpu rapporto qualità prezzo.,19 August 2023
No title,No rating,I bought this processor with a motherboard a few weeks ago. The processor is doing as expected but I removed a star for the bad packaging. Still recommend the processor at 100% !,17 August 2023
No title,No rating,W tej cenie jest to bardzo dobra propozycja ze względu na stosunek ceny do jakości. Dodatkowo z chłodzeniem wodnym procesor ma ok 30 stopni w spoczynku i nie przekracza 55 stopni pod obciążeniem przy niskim poborze prądu,27 July 2023
No title,No rating,"Le meilleur q/p de la 13th sur les i5 , il ne chauffe pas il est très proche du i5-13600kf .",26 July 2023
No title,No rating,Bon CPU qui ne chauffe pas en étant très puissant.,23 July 2023
No title,No rating,"Processore con un rapporto qualità prezzo che sfiora l'Olimpo: una bestia che trita qualsiasi applicazione o gioco o lavoro che gli date.Anche come temperature ci siamo (se si attivano nel bios gli E-CORE comincia a scaldare... anche se utilizzando in dissipatore a torre con due ventole non ho mai superato gli 85 gradi, nemmeno in questa estate afosa).Attenzione a settare bene il BIOS per questa bestia, vi scrivo qualche accorgimento da avere per evitare problemi: 1) attenzione al profilo di potenza della CPU, se lasciate così comè avrete un PL1 di 115w e un PL2 di 254w (dipende dal produttore della scheda madre, ma bene o male i valori sono questi), il processore così scalderà parecchio... io ho settato il profilo di INTEL (lo trovate tra quelli disponibili nel bios), così ho PL1 65w e PL2 154w e testando ho scoperto di non aver perso prestazioni in alcun modo (al massimo 2/3fps in meno ma dormo la notte lo stesso).2) SE AVETE GPU AMD: per attivare il RESIZABLE BAR nel bios dovete prima abilitare la voce ''above 4g decoding'', riavviare il pc sempre accedendo al bios e poi attivare il ''resizable bar''... se non lo fate può succedere che la scheda non riesca ad applicare in contemporanea le modifiche di queste due variabili e sarete bloccati in un BOOTLOOP (per uscirne basta resettare il bios facendo fare corto circuito ai due pin sulla scheda madre).Per il resto ottima CPU sono molto soddisfatto.",23 July 2023
No title,No rating,"There is little reason to look beyond i5 CPUs for anything other than heavy workstation loads.This CPU with 6 hyper-threaded performance cores (12 threads) plus 8 'efficiency' cores (which are pretty fast in their own right) has a total of 20 threads- it's performance is outstanding.The best part about it is the efficiency, this is a 65W TDP part (boosts to 154W), and whilst idling is only drawing 15-18W. This makes it very easy to cool. In my small form factor case, I'm able to keep the CPU at 25°C-30°C above ambient temperature.Whilst gaming, I'm yet to see utilisation above 25%. For productivity loads, it chews through most tasks thrown at it with aplomb.If you are wanting to overclock, the i5-13600K is the step up you need, but for everything else, this CPU is fantastic.",18 July 2023
No title,No rating,"This was a replacement for an old Intel 4430, which I thought was fast when I first used it years ago. This is much quicker and has allowed me to load Windows 11.I'm not used to such speed.Obviously there are much quicker CPUs available, but I don't do much processor intensive stuff, so this one is more than sufficient.",9 July 2023
No title,No rating,Fait parfaitement le travail demandé dans un NAS avec plusieurs VM et exceptionnel dans une transcodage vidéo. Par contre prévoyez de changer le ventirad d'origine qui fait un bruit insupportable quand le CPU est en full load.,6 July 2023
No title,No rating,Gewohnte gute Qualität - ordentliche Leistung - geringes Stromverbrauch.Für täglichen Bedarf eines Home-PC perfekte Lösung.,3 July 2023
No title,No rating,"Pour son prix je le trouve au top. Venant d'un 10900f, j'ai un gain vraiment intéressant. Couplé avec la ddr5 6000 et une b760, c'est nickel.",24 June 2023
No title,No rating,Works great with rtx3070 and 3000 mh,22 June 2023
No title,No rating,Qualité prix imbattable.Matériel très puissant pour jouer sur des jeux gourmands.,21 June 2023
No title,No rating,"La compilation parallèle est rapide, fonctionne très bien dans une carte mère B660. Attention, achetez une carte mère B660 avec CPU-less firmware update, par exemple Gigabyte Q-flash. Vous devez probablement mettre à jour le firmware avant d'installer le CPU. Gère 128 Go de RAM. Achetez un refroidisseur d'air tour bon marché. Était 11% plus rapide pour moi avec un refroidissement approprié par rapport au refroidisseur Intel. Probablement durera plus longtemps aussi.",8 June 2023
No title,No rating,"Mi sono assemblato un nuovo pc dopo molti anni dall'ultimo. Purtroppo ho constatato che il costo delle componenti, ad oggi, è decisamente più alto e per problemi di budget qualche compromesso lo si deve fare.Fin ora mi ero sempre affidato a CPU Intel i7 utilizzando molti software di modellazione 3D, rendering e grafica.Ho deciso di acquistare una CPU dell'attuale generazione (13esima) ma con un tetto di spesa di 300€ per non penalizzare le altre componentistiche; la scelta è forzatamente ricaduta sulla serie i5.Considerando le caratteristiche del primo i7 disponibile per economicità si nota che la differenza di prezzo (+150€) rispetto a questo i5 13500 non è poi così giustificato, quest'ultimo ha certamente il migliore rapporto prezzo/performance.Inutile dire che questa cpu, nell'utilizzo quotidiano di tipo ufficio, è una scheggia e non si noterebbe nemmeno la differenza con un i7.",2 June 2023
No title,No rating,"choisi pour remplacé mon i7-8700k veillissant, couplé a une asus rog strix b760-a gaming wifi d4, ne chauffe pas trop avec un aio corsair en 240mm",28 May 2023
No title,No rating,"Was gibt es groß zu sagen, jeder der den Prozessor kauft wird wissen was er damit anstellen will. Box Lüfter wird dabei sicher kaum jemand verbauen, ist eben recht laut und frickelig.",25 May 2023
No title,No rating,"Inte en enda omstart, kvalitet",21 May 2023
No title,No rating,"Dieser ""kleine"" Kollege is mit seinen 14 Kernen und 20 Threads der Hammer...dazu die wirklich ansprechende GPU Leistung...kann ich beruhigt empfehlen...einzig der Lüfter reicht meiner Meinung nach nich...den der junge ist gut warm unterwegs beim rechnen... was er auch darf...aber meiner hat nen noctua Lüfter bekommen und freut sich über 10 - 15 grad Abkühlung...das waren gut investierte 55€ auf lange Sicht gesehn...fanden wir beide 😉😄",21 May 2023
No title,No rating,Bra pris och snabb leverans,19 May 2023
No title,No rating,"Ràs, tourne comme une horloge.",15 May 2023
No title,No rating,Bättre prestanda än den dyrare 12600k och ligger inte så långt efter 13600k. En trevlig CPU som täcker mina behov och presterar bättre än mig gamla i7 8700k.,15 May 2023
No title,No rating,,6 May 2023
No title,No rating,Dieser Prozessor spart euch nicht nur viel Strom wegen dem mindest Leistung von 65W sondern hat auch wenn nötig eine maximal Leistung von bis zu 154W und kann damit alle Spiele problemlos starten und da ist dann kein 13600k oder 13700k geschweige denn 13900k nötig,20 April 2023
No title,No rating,Arrivato  puntuale e montato su PC con scheda madre ASUS prime Z790-P è una bomba. Velocissimo.,15 April 2023
No title,No rating,"I use it in a media server. The iGPU is insane for transcoding.For everything else, it is a good CPU. 70 C max with a Thermalright Assassins king 120.",14 April 2023
No title,No rating,Used it on my new motherboard.,6 April 2023
No title,No rating,"Leider war der CPU Kühler kaputt. Ansonsten ein super teil, da ich mir sowieso einen anderen kühler einbaue stört es mich nicht. Die Lieferung war Pünktlich.",5 April 2023
No title,No rating,"Product arrived on time, seal intact, box is not damaged, processors works great, recommended!",3 April 2023
No title,No rating,"Der Prozessor hat mich beeindruckt. Sehr schnell, egal für welche Anwendung, sei es Gaming oder sonst was.Für den Preis lohnt es sich auf jeden fall, kann ich nur weiterempfehlen.",1 April 2023
No title,No rating,Ausreichende CPU fürs Gaming.,1 April 2023
No title,No rating,"Antes de nada, no soy un experto en medir rendimiento y demás pero el salto de velocidad y rendimiento en el día a día (soy diseñador y tiro mucho de photoshop/premiere/after) con mi anterior i7 8700 ha sido brutal. No se calienta ( con el mismo ventilados/disipador cooler master que tenía para el i7), estando en 50-65 de tope a carga maxima.Si, como yo, te estabas pensando este o un i7 de anterior generación, no lo dudes, te ahorras un dinero y el rendimiento está genial!",29 March 2023
No title,No rating,acheter pour stream et jouer sur le même pctempérature idle: 27 degrés ingame: 55 degrés avec un Cooler Master MasterLiquid ML360 Illusiontrès bonne perf en 1440p avec une rtx 3070 ti tuf gaming et une MAG B760 Tomahawk WiFi DDR4je recommande .,27 March 2023
No title,No rating,Excelente para cualquier tarea. Recomendable comprar por menos de 260€,23 March 2023
No title,No rating,Bin beeindruckt von der Qualität und macht was er soll.,21 March 2023
No title,No rating,"El mejor procesador calidad de precio de la gama media. Tienes el i5-12400F que es el mejor calidad precio si quieres algo más barato. El i5-13500 (este procesador) si necesitas más potencia es el mejor calidad precio en este rango de precios, y si quieres aún algo más potente (un pelín más) está el i5-13600KF.  Estos 3 son los mejores procesadores de la gama media-alta calidad precio.Dicho esto, este i5-13500 tiene muy buenas temperaturas, con un disipador thermalright Assassin SE de 40€ siempre está a 26 grados, jugando a 30-40 grados y metiéndole mucha caña a 50-60. Cuando haces pruebas de estrés y pones el procesador al máximo durante 10 minutos, la temperatura es de 75-80 grados. Esto también depende de otros factores como la caja y la temperatura ambiente, pero en ningún caso es un procesador caliente, con 40€  refrigeras este bicho. Trae un disipador en la caja (el de intel), pero no lo recomiendo si vas a meterle caña, pues se calienta mucho, en torno a 20-30 grados más.La prueba cinebench me arroja un resultado de casi 21000 puntos, situándolo justo por debajo actualmente del i7-12700 si no me equivoco, un procesador mucho más caro y que, como se puede observar, tiene prácticamente la misma potencia.Conclusión: Procesador top calidad-precio. Recomiendo comprar el i5-12400F, el i5-13500 o el i5-13600kf dependiendo del presupuesto. En cualquier caso, probablemente vas a ir sobrado, yo les meto caña con motores de videojuegos y reenderizacion y funcionan muy bien.",16 March 2023
No title,No rating,"Asser proche des performances du 13600k, il reste un processeur capable de tout faire. Il gère parfaitement ma rtx 3080 et rien ne lui fait peur actuellement.",22 February 2023
No title,No rating,"Je suis passé d'un i3-12100f à ce i5-13500 et c'est le jour et la nuit niveau performances.Rien ne lui résiste, j'ai aussi retrouvé un framerate complètement stable et sans stuttering sur les jeux ""cpu heavy"" comme par exemple battlefield 2042.Un vrai régal pour le moment !J'ai longtemps hésité avec le 13400f mais finalement pour une cinquantaine d'euros en plus, on a droit ici à un vrai bulldozer increvable.",17 February 2023
No title,No rating,Peu utiliser pour le moment pour en faire une analyse exaustive. Aucun problème a priori. Trés surpris par l'efficacité et le silence du petit ventirad intel fourni. Evidemment un ventirad plus conséquent sera préférable pour une utilisation plus intensive comme pour les gamers.,7 February 2023
No title,No rating,"Todos los cores a máximos procesos solo abriendo el navegador, microcongelaciones y tirones muy importantes en juegos con cualquier gráfica, 1060 y 3070. Temperaturas de hasta 84° con un disipador de 6 tubos de cobre (seguro que con el de stock se apaga) no le eches multitarea porque se sobrecalienta una burrada. Más cores no siempre es mejor. Los Ecores son más problemáticos que potenciosos. Si buscas generación 13 desde luego este no es el correcto.",3 February 2023
No title,No rating,j ai commander ce processeur a cause de ses 14 coeurs et sa faible consommation,3 February 2023
No title,No rating,Nouveau PC,1 February 2023
No title,No rating,"Best value cpu nothing else below 13500 in raptor lake series even comes close. Both 13100, and 13400 are truly awful overpriced value at the moment of writing this.",30 January 2023
