Review Title,Rating,Review Body,Review Date
No title,No rating,going from i7 3770 to i5 12400 is a big improvement even with out an nvme its faster than what i had with gaming an google with tabs open tho i do want the 14 core i5 13th gen but i am impressed with what i have for the time being :D,24 March 2024
No title,No rating,I bought this product new but it came used. It has thermal paste on the front and on the back of the pins.I will be returning this and I'll just get it somewhere elseThe shipping was fine it's just obviously been used when it should have been brand new,16 March 2024
No title,No rating,So far it has been a good performance in gaming and productivity,13 March 2024
No title,No rating,Unos de los mejores procesadores gama. Media del mercado,6 March 2024
No title,No rating,"Lo compré en una buena oferta, fue fácil de instalar, sin problemas.",29 February 2024
No title,No rating,"tuve inconvenientes con este procesador al principio, deberían revisar bien a fondo este tema, llegó sin caja",28 February 2024
No title,No rating,"Excelente el estado del producto, no lo he probado, pero se ve muy bien",26 February 2024
No title,No rating,"The default cooler can’t maintain a reasonable temp, and I found it nearly impossible to install. Expect to use a real cooler.",18 February 2024
No title,No rating,Simple CPU compared to some of the hybrid CPUs that have efficiency cores added.Runs quite cool (~90 F) in my ITX build.,17 February 2024
No title,No rating,ゲーム機ではないからなのかもしれないが、起動時間が30秒以内。驚きましたねえ。仕事で使う分には全く問題を感じない速さです。,6 February 2024
No title,No rating,Perfecto 💯👌,5 February 2024
No title,No rating,Mi equipo tuvo un cambio rotundo con este procesador además de tener un bus costo beneficio,18 January 2024
No title,No rating,特に問題なく稼働中です。,12 January 2024
No title,No rating,"I like it little CPU, 6 cores and better than Ryzen 5 3600",8 January 2024
No title,No rating,Buen Rendimiento y Calidad/Precio,13 December 2023
No title,No rating,"The best value/price ratio for my needs. Fast, stable, compatible, good power consumption.",10 December 2023
No title,No rating,"Arrival inspection finds the CPU box factory seal broken. All else seems somewhat normal although the CPU position in the viewing window was such that part of the information was covered.  This is not normal. The cooler fan was not installed as the thermal paste was intact. This review is for protection purposes only. Should I find that the processor is non-operational, I will assume that some previous buyer returned the defective part for resale.",3 December 2023
No title,No rating,Muy buen procesador.,1 December 2023
No title,No rating,"This is pretty decent speed it is as fast or faster than my i7-11700 that runs windows server. Find the best price, use non economy mother board, that has bitten me in the past.",18 November 2023
No title,No rating,"This cpu matched with an amd or nvidia card is powerful for running gaming and even editing or working online, I highly recommend this cpu for a mid-high end gpu to match with",6 November 2023
No title,No rating,"This processor works amazingly fast, hell so far I am able to run Armored core 6, and VR games just great.",15 October 2023
No title,No rating,"Calidad esperada, no se calienta mucho, fácil de instalar y con buena velocidad, se recomienda",24 September 2023
No title,No rating,"What can I say?The really valuable, decent, and low-budget pc core.",19 September 2023
No title,No rating,Works great paired with my 3060.,17 September 2023
No title,No rating,The i5-12400 is at a nice spot on the value/performance curve for a homelabber.  Anything lower and you only get four cores. Anything higher and you have to deal with the P-core/E-core dichotomy. The included heatsink/fan combo isn't much to look at but it gets the job done.,14 September 2023
No title,No rating,Muy buen producto para mis necesidades,31 August 2023
No title,No rating,"Todo en perfectas condiciones, muy bien empacado y por ahora funciona de maravilla",31 August 2023
No title,No rating,fast cpu,30 August 2023
No title,No rating,"Recibí el producto usado, cuando en el anuncio no se indicaba que era usado. Me siento decepcionado.",25 August 2023
No title,No rating,"This is a decent value 12th gen CPU, but keep in mind when Intel said they would allow ECC on all 12th gen parts on a W680 board they specifically exclude the 12400. You have to go to something like a 12100 or 12500 for that functionality.",3 August 2023
No title,No rating,Lo tengo en una PC para jugar y funciona con todos los programas de maravilla,27 July 2023
No title,No rating,Runs a media server on Rog Strix 790 e board. Plenty of juice for multiple streams.,18 July 2023
No title,No rating,"Using it for a computer at church that is running Propresenter 7, and it seems to be handling it fine. Also using it with a xfx Radeon rx 6600 GPU, and Corsair DDR5 5600 32gb.",15 July 2023
No title,No rating,"Un procesador bueno para gaming su rendimiento es perfecto para la gama media especialmente lo utilizo para jugar, puedes abrir varias paginas y programas y no hay problema con ello, es rapido",12 June 2023
No title,No rating,"El procesador llego bien. Funciono bien y hasta ahora sin problemas. Ya han pasado 2 meses y funciona bien. Para juegos por ahora esta bien corriendo con una 3070, se que hay más potencia en un 12600KF, pero por el momento este 12400 esta de maravilla. Además incluye gráficos integrados.",10 June 2023
No title,No rating,"Cuidado a los que lo pidan por 2 mano, en mi caso no esperaba una linda caja ni nada pero que almenos tuviera el procesador",5 June 2023
No title,No rating,"Funciona sin problemas, todo bien.",3 June 2023
No title,No rating,"Lo adquiri a un bajo precio de segunda y el procesador va perfectoooo. Es muy rapido, maneja bajas temperaturas y para gaming y aplicaciones pesada va de sobra. muy recomendado",28 May 2023
No title,No rating,"Me vino el procesador sólo, no venia en caja ni tampoco traía su disipador, no me gustó ese motivo",13 May 2023
No title,No rating,I wasn't expecting much out of this CPU but it runs 3D CAD software better than my old i7-6700k and completely blows it out of the water with rendering and tool path generation.  For the price it's dang near perfect.  It's about 20% slower at generating tool paths than an i5-12600k but way faster than the previous generation CPUs.  It's definitely a jump forward from the i5-11400 and about equivalent of an i5-11600k or a 10th gen i7,13 May 2023
No title,No rating,"The cpu itself is not an issue, however it is locked which makes it hard to work with when it doesn’t know if it needs to be fully utilized",8 May 2023
No title,No rating,Uno de los mejores procesadores para juegos en el 2023 en calidad precio.,5 May 2023
No title,No rating,"VIENE CON UN DISIPADOR. Funciona todo de maravillas, el disipador es mejor que los de anterior generacion.",4 May 2023
No title,No rating,"Building a gaming pc, everything is just fine except for the packaging.",1 May 2023
No title,No rating,Es increíble el precio y la compatibilidad con gráficas de ultima gama de este procesador ademas de la velocidad q maneja,20 April 2023
No title,No rating,"My build uses an MSI B760 DDR4 mobo and Kingston Fury 3200 RAM and a WD SN770 SSD.It's been running flawlessly from first power-up til today, roughly 3 weeks.The 12400 is fast enough and the price was good.",16 April 2023
No title,No rating,Fast shipping as usual. The whole package seems fine but seems opened before since there were hair/dust on the paste. I had to clean off the stock paste. Lucky me I had a thermal paste on hand and really needed to use it or I would have returned it. Very disappointed on a 250$ purchase on a cpu. Not gonna buy something important again.,11 April 2023
No title,No rating,ＧＥＦＯＲＣＥ　ＲＴＸ２０６０ではＣＰＵネックにならないだけの余裕の性能がある第４世代Ｉ７オーバークロックＣＰＵの時よりビデオのベンチは５％（測定誤差範囲）ぐらい上がっただけなので元から問題なかったただマザーが寿命で壊れて急遽自作し直しだったのでコレにしたが狙いどうりの性能付属クーラーのファンはうるさくてすぐ付け替えた（第４世代の静音クーラーが無加工でついたこんな付属いらんからその分安くしてくれよ前情報通りに１３世代はコア４つ増えたのにたったの数千円アップマルチは勿論、シングルコア性能も上がってお値段以上、知ってはいたがＰＣが壊れた時期が悪かった。それでも１１世代、１２世代と性能アップがすごいので４世代から９世代までの停滞っぷりが逆に目につく,7 April 2023
No title,No rating,Recommended.,5 April 2023
No title,No rating,Assisted in solving the problems I had.,29 March 2023
No title,No rating,"Got it for the wife, just uses it for web browsing and emails lol. Its enough for her.",18 March 2023
No title,No rating,Llegó a tiempo pero no me trajo el disipador con que enfrió el procesador no puedo hacerle pruebas para ver si está todo bien,15 March 2023
No title,No rating,As described with all parts brand new,6 March 2023
No title,No rating,Thanks to Allah for this Gift. I am Very Happy of this processor.The Processor is Working Perfectly.Thermal paste is already Applied at the bottom of the condenser.Thank you amazon and thank you Intel.,2 March 2023
No title,No rating,would purchase again,27 February 2023
No title,No rating,"If you're looking to save money but also want an extremely competent and reliable processor in 2023. The 12400 is a safe pick. I run this with a RX 6600 XT and I can stream a 1080p/60FPS game in HIGH/ULTRA settings, watch streams on the side and download a game on steam at the same time with no CPU bottleneck. Need I say more?",24 February 2023
No title,No rating,"The mounting system is bad, I did the diagonal push method but the last corner won't go in even with large amounts of force. The cooler is vital for gaming so now it underperforms in every scenerio.",13 February 2023
No title,No rating,"I upgraded from a i3 9100f to i5 12400, my cpu usage was nearly 100% in every game",7 February 2023
No title,No rating,"Es un procesador el cual es muy bueno para videojuegos y soporta muy equilibradamente las graficas ediciones 30 de Nvidia, y sobrado en las 20 (Que es la yo tengo una edición 20). El rendimiento es muy bueno y su esta generación fue muy buena a comparación de la anterior",6 February 2023
No title,No rating,アウトレットに安く出ていて購入。問題なく動作しています。,1 February 2023
No title,No rating,Ran the Cinebench R23 almost as fast as my Ryzen 7 for less money.,18 January 2023
No title,No rating,"This CPU wasn't my first choice, was aiming for the F version but for the time being I needed a CPU to finish my rig and bought this one, so far it's been almost 4 months and everything is working perfectly, paired it with 32GB RAM from Corsair and an ASUS TUF GAMING B660-plus wifi d4, not using the stock cooler but temps stay on the low 40s and never reaches more than 60 degrees. Overall a good choice for a mid tier build.",16 January 2023
No title,No rating,Aguanta fácil 4 años,16 January 2023
No title,No rating,"Es un CPU muy completo, me va bien con mi RTX 3080 de 10GB, perfecto para los juegos de alto rendimiento y emuladores, me encanta tras poco más de 6 meses de uso, no he tenido problemas con ningun juego o actividad, es perfecta combinación tambien con un SSD de PCIe 4 Gen, vuela la máquina. Tiene buena relación-calidad precio, además esta listo para actualización para uso de memorias DDR5 mientras esperas a que bajen de precio si puedes usar DDR4 con una motherboard compatible y más barata.",15 January 2023
No title,No rating,"Had for about a week now, and its a massive upgrade over my last processor. Good value for budget.",14 January 2023
No title,No rating,Fan came with a tear in it.,13 January 2023
No title,No rating,Installed in a new build Asrock Z790 and the cpu  works perfect. I am very pleased I selected an Intel cpu vs an AMD.,12 January 2023
No title,No rating,"After 5 years without assembling a pc i find this a really good investment for casual gamers, i straight replaced the stock cooler for a Coolermaster 212 evo.",11 January 2023
No title,No rating,"Good cpu, that runs well. Only issue is the cooler it came with was not stock, and it did not fit the in the motherboard like it was supposed to.",4 January 2023
No title,No rating,I went from an i7-3770k to this so anything modern is going to feel amazing to be fair. Very happy with it,2 January 2023
No title,No rating,Works and is top rated for DEC 2022. See Tom's Hardware dot com. (google it) buyers guide for PC part consumers,25 December 2022
No title,No rating,"don't hesitate one second before replacing with a vertical cooler. A 120 mm model, selling for $39, was easier to install, lowered idle temps from 50 to 25 deg C, and is silent. What more can be said?",24 December 2022
No title,No rating,"You get more cores than an i3 based cpu. If you want to save a lot, you could go with a 12100f, but I think you get a lot of value with this cpu. You get the faster pcie lanes and more of them compared to the 10th and 11th gen cpus. And you can use a single fan low profile heatsink and fan with this and get around 75c temperatures during cpu stress tests. When the 13400 comes out though, this might not be worth it depending on the price it comes out with, but for now you get a great value and great performance.",7 December 2022
No title,No rating,8世代、10世代から比べるとワタシ的な使用では現状十分な性能を持っているので買ってよかったかな。発売当初より高値になったがまだコスパ的には13世代より良い気もする。っていうか13世代が高すぎる…。ただ配送に関しては多少の不満も。cpuのような精密機器を相変わらずの薄い紙袋で送るのは是非考え直して頂きたい。当然だがcpuの箱の四隅はボロボロで届いた。。,2 December 2022
No title,No rating,compatible with  windows 11,1 December 2022
