Review Title,Rating,Review Body,Review Date,Sentiment
No title,No rating,"Tengo un i7-10700K. En Single-Core gana al 10700k (Estoy flipao). En Aida64 en el apartado memorias funciona igual que el 10700k a 50000 MB mas o menos con memorias 12-100 3600mhz y i7-10700k 3900Mhz. En ciertas pruebas de Aida64 gana el 12100, y en las que demanda mas cpu los 8 cores del 10700K se imponen. Pero que este chiquitín le plante cara a mi 10700K no está nada mal.  Y todo un Mini-PC que me salió por 380€.Para mucha gente este micro es mas que suficiente. Tiene potencia.",24 March 2023,Negative
No title,No rating,nan,1 March 2023,Neutral
No title,No rating,Graphics seem good enough for my present needs. Better than the nvidia card I had in my old pc.,26 February 2023,Competition Sentiment
No title,No rating,"All very well, procesador works fine AND, seller included a good cooler, larger than stock, pleasantly surprised.",23 February 2023,Positive
No title,No rating,This Intel Core i3 (12th Gen) i3-12100 Quad-core (4 Core) 3.30 GHz Processor works great for my gaming system.,15 February 2023,Positive
No title,No rating,Good performance for the price point. Bring a magnifying glass to find the alignment arrow.,31 January 2023,Positive
No title,No rating,"Great budget CPU, no bottle neck for my GPU (GeForce GTX 1080). Above 100+ fps on most games at 1080p at mid to max resolution. Very happy.",30 January 2023,Positive
No title,No rating,Windows11にできない旧自作PCからの買い替え。今12世代を買うとしたらコスパ重視ということになると思いますが、ゲーミングPCでないならば十分な性能だと思います。リテールクーラーは付属しているのは知っていましたが、見た目がかっこよくなっていてびっくり。私の場合は、高負荷な作業はほとんど発生しないのでいまのところうるさいと感じたことはありません。ただし、12世代共通のCPUが反る問題を許容するために、グリスは別途調達して、広め、厚めに塗っておきました。,17 January 2023,Neutral
No title,No rating,低消費電力のTが欲しかったのですが、購入当時は流通していなかったので無印にしました。タイトルのとおり、事務用途ではまったく問題ありません。YouTube視聴でもCPUの使用率は3～10％、内蔵GPUは5%程度で余裕があります。ライトユーザーや事務系にはお勧めのCPUです。,12 January 2023,Neutral
No title,No rating,Privé,26 December 2022,Neutral
No title,No rating,今までのがうるさかったということもありますが、付属のファンで十分静かです。,16 December 2022,Neutral
No title,No rating,Me gustó que está bien empaquetado y llega a tiempo o antes.,13 December 2022,Neutral
No title,No rating,ことは足りるができればサーマルクーラーは卒業したい,5 December 2022,Neutral
No title,No rating,"This CPU is incredibly fast and is great for browsing the web and YouTube, completing office tasks or schoolwork, and even light to medium gaming. It only has 4 cores but they are so fast that it can compete with other processors like the 5600G. The integrated graphics aren't amazing but they get the job done and have allowed me to run light games like Roblox and Civ VI while I save for a graphics card. The stock cooler is not amazing at cooling but the i3 12100 doesn't take much power so while any new cooler would probably be an improvement, this one has been doing just fine. For anyone building a PC on a budget, I can easily say this is a great CPU. It won't run all the latest games at max settings but since it can be found for so cheap, it makes for a very cost effective processor.",29 November 2022,Positive
No title,No rating,コスパ最高です。自作PCの最初はこのCPUで十分で、価格が下がってきたら後に乗せかえる予定です,28 November 2022,Neutral
No title,No rating,"It's an Intel, it's fast and it's very affordable.  What more could you ask for?",21 November 2022,Neutral
No title,No rating,"Great processor for entry level gaming, I use it with a 1660 super and 16gb of ram works great with most games delivering up to 300 fps in some less demanding games, do expect games like fortnite, warzone, or valorant to run flawlessly with fps in some instances going as high as 300fps in certain games, never experienced stutters or any sorts of limitations, all in all got 151 total it is a great price to performance proccesor.",21 October 2022,Future Expectations
No title,No rating,I was on the fence about buying this cpu because i have a i3 10100 10th generation and it is slow when i game but man this 12100 12th gen CPU is a powerhouse i paired this cpu with a b660 mobo and 16gigs of ram Let me tell you it handles everything i throw at it i can have 2 games open plus a movie and it doesnt lag,15 October 2022,Positive
No title,No rating,一般的なPC作業や動画視聴はサクサク動きます。ゲームは、GTX1650以上のグラボと合わせればストレス無くプレイできます。が、ハイスペックなグラボではボトルネックになります。あと、内蔵グラフィックは通常作業では問題ないがオマケ程度なので、過度な期待はやめましょう。,2 October 2022,Neutral
No title,No rating,Decent proc but the benchmarks will have you believe that it's better than the i7 8700k. This is not the case. Maybe it is in single core performance and anything up to 8 threads but the cores max out easily and slow everything down. Save up a little more and buy an i5 12600k or an i7 and I promise you'll be happier.,26 September 2022,Positive
No title,No rating,"Tendrás más fps en la mayoría de juegos que con cpu Intel de generación 11 y AMD ryzen 5000 en las categorías de (i3 i5, ryzen 3 y ryzen 5) con excepción del i5 11600k y el ryzen 5 5600x o cpus superiores",13 September 2022,Competition Sentiment
No title,No rating,I can't see spending a lot of money on a processor just for surfing the web or downloading email. This one fit the bill and works great. Very speedy and so far very reliable.,4 September 2022,Positive
No title,No rating,"Acheté pour monter une configuration de base, ce processeur tient ses promesses en termes de puissance.J'ai apprécié la fourniture du ventilateur et la facilité déconcertante d'installation sur la carte-mère.Je manque de recul pour apprécier le niveau de bruit sous forte charge processeur mais le ventilateur reste discret en usage ordinaire, en utilisant le chip graphique intégré.Au jour de l'achat, je l'ai choisi pour son excellent rapport qualité-prix.",2 September 2022,Positive
No title,No rating,Reçu en bonne état et vraiment un bon processeur,1 September 2022,Neutral
No title,No rating,"This product was very affordable, my entire build was ~$1,006 USD.  At this price point $130-140 totally beats out anything in the past that I have build anywhere near that price for the performance on the chip, especially looking at past choices.  it has enough PCIE lanes in the CPU that I can have an SSD and an RTX 3060 and plays very well at 1080P gaming.  I'm getting solid FPS for the games that are played where it does matter to me so for what the intended use is for it's perfect.  Too bad intel is only winning my business at the low end.",16 August 2022,Positive
No title,No rating,シングルスレッド性能はそんなに低くない。マルチスレッド性能はその分GPUにお金をかけられるのでその方がお得。特にDPL向けには。,10 August 2022,Neutral
No title,No rating,コスパ最強です,30 July 2022,Neutral
No title,No rating,"Excellent processeur mais attention, la fréquence maximale de la RAM sera limitée à 1333 Mhz contrairement à ce que déclare Intel (3200 Mhz avec DDR4)...",22 July 2022,Positive
No title,No rating,i5-12400にしたかったが値上がりしてi3-12100でもコア数は5割増てもクロック3.3から2.5Gに落ちるので差は小さいのでは?価格は5～6割増だからi3-12の方がオトクに感じる。エンコード性能はi5-9600kと大差ないがキビキビ動くし動画も瞬時に先に飛ばせるので快適。画質も良くなってきたのでハードウェアエンコードでも良さそう。QSVならCPU温度も低いがCPUを使うと高くなるので真夏に純正CPUクーラーでは不安。CPUクーラーのデザインはかっこいいし配線し易い。取付部品も新型で挿しやすかった。,20 July 2022,Neutral
No title,No rating,初めて作った自作パソコンで使いました。,8 July 2022,Neutral
No title,No rating,"At 4 cores and 8 threads, this processor is equivalent to the top tier i7 processors of just a few years ago.  Mine is paired with 16 GB of RAM and an RX 6600, and it handles everything I do (1080 gaming) very comfortably.The heat sink that is included is very minimalist, but it does the job. Idle temperature is about 40C and the processor peaks at about 65C under load. That being said, the fan is very audible at max speed (3,000 RPM) to maintain that stable temperature under load. One might be wise to consider a different heat sink on a gaming computer. Almost any air-cooled device would be sufficient. Liquid cooling would be overkill.Otherwise, it will handle everyday home office tasks with little effort.",2 July 2022,Positive
No title,No rating,"Acheté en juin 2022 et à l'heure actuelle c'est un excellent rapport qualité prix (le meilleur dans les moins de 150€ avec partie graphique) et largement suffisant pour de la bureautique et un peu de gaming. Malgré que ce soit un I3, il reste performant (plus performant qu'un I5 10400).Le I5 12400 est aussi une solution très bonne et plus performante, mais vers les 200€.Le I3 12100 est pour l'instant un bon processeur dans les ""petits prix"" tout en ayant un minimum de performance, même pour du gaming.L'inconvénient c'est que les cartes mères pour la 12ème génération sont assez chères (un peu plus chères que les anciennes générations). Perso j'ai pris une B660m",18 June 2022,Positive
No title,No rating,"Actualmente rinde como i5 de novena o hasta décima generación. Y maneja toda la tecnología actual. Estoy esperando para probarlo ya que aún no poseo la board peor ya aseguré el corazón de la máquina, con estos cambios de stock y precio era lo mejor.",8 June 2022,Negative
No title,No rating,The best for that price,5 June 2022,Positive
No title,No rating,This CPU set up nicely with Windows 11.,1 June 2022,Positive
No title,No rating,"How many of you just need a fast processor for standard home/office work? Buy this and call it a day.If you need something to handle Microsoft Office, any browser (your internet connection matters more), and basic applications, the 12100 is all you need. Loading time is very good. You really don't need amazing graphics to perform any of these tasks. I'm using integrated video and it suits me just fine. My other computer uses the APU on an AMD 5600G and I've never had issues. I paired this CPU with a barebones Gigabyte motherboard (cheapest I could find) and 8GB of DDR4 memory and it rivals my AMD setup for plain tasks.Don't feel like you need an i5, i7, or even the i3 12400 if you just need an everyday computer for watching videos, doing online banking, or crunching out work material (unless you are editing heavy media). This i3-12100 is the equivalent of a quad core processor from years back. If you are working on virtual machines, doing strong programming, have a million windows open, need to use Adobe Creative Suite to quickly produce and export content, then you may want to consider moving up to a stronger processor. Even so, this one is still pretty good - it will just take longer to complete some things.I'm overall very happy with this processor and I think most households who have similar requirements will be satisfied. The 12400 did get to $160 at some point so that could be something to look at to future proof a machine since it has six cores (not that I need them right now).",19 May 2022,Competition Sentiment
No title,No rating,Very good entry level start,15 May 2022,Positive
No title,No rating,普段ネット閲覧か動画視聴くらいしかしないので、高性能なものはいらないと思い購入。日常で使う範囲ならまったく不自由なく使えています。,15 April 2022,Neutral
No title,No rating,As luck would have it I was preparing a 10th gen i3-10100 system the day before. Just got done building an new system with the i3-12100 and what a drastic and noticeable increase in speed over the 10th gen part! Well done Intel! And the new stock cooler with a copper slug and nicer looking shroud is much appreciated. Temps are very cool on this low end system at 42 C under load and 29 C at idle.,7 April 2022,Positive
No title,No rating,最新世代のCPUでコスパに優れているため、初めての自作PCに使用しました。ASUSのGTX 1650と一緒にApexやFortniteなどのゲームをプレイしていますが、GPUの性能を補うためにCPUが使われるとリテイルクーラーの音がとてもうるさくなります。初めての自作PCで、簡易水冷クーラーと迷いましたが、コスパ重視などの点でリテイルクーラーにしました。YouTubeやブラウザを見たりする分には申し分ないスペックですが、やはりゲームをする際の音は気になりました。そこまでハイパワーを必要とするゲームを遊んでいないので詳しくは分かりませんが、性能に関しては全く問題ないと思いました！！,14 March 2022,Neutral
No title,No rating,PCでゲームはしないので値段の安いCore i3にしました。思ったより処理が速くてその点では非常に満足です。ただし、内臓GPUは使いたいソフトが数種うまく動作しなかったため現時点ではドライバーの完成度が低いのかなと感じました。,25 February 2022,Neutral
