Review Title,Rating,Review Body,Review Date,Sentiment
No title,No rating,"Le processeur Intel Core i5-13400F offre des performances solides à un excellent rapport qualité-prix.1. **Performances :** Les performances du i5-13400F sont impressionnantes, offrant une puissance de traitement rapide et efficace pour les tâches quotidiennes et les jeux.2. **Architecture :** Basé sur l'architecture Alder Lake, ce processeur bénéficie des dernières avancées technologiques, garantissant une efficacité énergétique accrue et des performances optimisées.3. **Multitâche :** La gestion du multitâche est robuste grâce à ses six cœurs et douze threads, permettant une exécution fluide de plusieurs applications simultanées.4. **Jeu :** Les performances en jeu sont convaincantes, offrant des fréquences d'images stables dans une large gamme de titres, en faisant un choix solide pour les joueurs sur un budget.5. **Refroidissement :** La consommation d'énergie modérée contribue à un fonctionnement relativement frais, bien que l'ajout d'un système de refroidissement efficace puisse optimiser davantage les performances.6. **Rapport Qualité-Prix :** Le i5-13400F offre un excellent rapport qualité-prix, idéal pour les utilisateurs cherchant des performances compétitives sans exploser leur budget.En résumé, le processeur Intel Core i5-13400F représente un choix équilibré pour ceux qui recherchent des performances fiables à un coût raisonnable, le plaçant comme un concurrent de choix sur le marché des processeurs milieu de gamme.",30 September 2023,Positive
No title,No rating,Me surpreendi…,25 September 2023,Neutral
No title,No rating,Entrega no prazo. Funcionando perfeitamente.,19 September 2023,Negative
No title,No rating,Ottimo prodotto,17 September 2023,Neutral
No title,No rating,"Se non hai troppe esigenze, e ottimo.",10 September 2023,Neutral
No title,No rating,"O pedido chegou bem rápido e o produto é exatamente como eu esperava, super satisfeito, recomendo",4 September 2023,Positive
No title,No rating,I get what I expected !Perfect Delivery !,1 September 2023,Future Expectations
No title,No rating,Buena potencia y se calienta poco.,13 August 2023,Neutral
No title,No rating,It’s not a bad cpu at all for the price and works great for gaming.Yes there are better but more money,8 August 2023,Positive
No title,No rating,"O produto chegou tudo ok e funcionando perfeitamente, o preço estava ótimo, porém existem algumas ressalvas: o produto chegou com a caixa bem amassada (pode ter um maior cuidado na embalagem e transporte) e a entrega além de demorada atrasou 2 dias.",1 August 2023,Positive
No title,No rating,"Absolutely stunning cpu for the price, if you pair it with the 3060 you can play everything",28 July 2023,Positive
No title,No rating,"much better than equivalent 12th gen, more cores , more power",15 July 2023,Positive
No title,No rating,"Leistet ziemlich überall eine Top Performance, einfache Installation",8 July 2023,Positive
No title,No rating,Idéal pour du gaming,8 July 2023,Neutral
No title,No rating,Works as designed.,30 June 2023,Neutral
No title,No rating,"Compre un Intel core i5-13400f y les puedo decir que es una maravilla, no se caliente mucho y trabaja espectacularmente rápido si le pones una tarjeta grafica decente, en mi caso RTX 3060 de 12Gb, con un par de memorias fuertes este procesador se da vida de trabajar muy rapido.",29 June 2023,Competition Sentiment
No title,No rating,"Ich habe diesen Prozessor aufgrund von seines Preis-Leistungs-Verhältnisses gekauft, da ich mein System upgraden wollte.Die Verpackung ist simpel gehalten, keine irrelevanten Informationen und hat eine ansprechende Wirkung auf mich. Der Prozessor kam mit einem Boxed-Kühler, also direkt mit einem passenden Luftkühler dazu. Das Einsetzen auf das Mainboard ist sehr einfach und die Haptik ist sehr ansprechend. Auf dem Prozessor ist wie immer der Produktname und die Taktfrequenz abgebildet.Die CPU hat in seinem Preisfeld keine wirkliche Konkurrenz, die ähnliche Leistungen aufweisen. Der Preis ist zudem sehr angemessen. Mir gefällt vor allem die Teilung der Prozessorkerne, die die Aufgaben des Pc's nebenbei gut getrennt erfüllt, dass auch hier die maximale Leistung rausgeholt hat. Der Prozessor hat aufgrund der -F Kennzeichnung keine Grafikeinheit. Die Frequenz des Prozessors ist ziemlich hoch und bietet auch hier eine sehr zufriedenstellende Leistung. Ich bekomme die CPU nur unter sehr schwierigen Bedingungen auf die Hälfte der Auslastung.Mein einziger Kritikpunkt hierbei ist der Luftkühler. Die CPU wird zwar nicht zu heiß mit ihm, jedoch ist dieser ziemlich laut und aufgrund dessen würde ich zu einem anderen Luftkühler oder nochj besser einer Wasserkühlung raten.Insgesamt ein sehr gutes und empfehlenswertes Produkt!",20 June 2023,Negative
No title,No rating,"lo compre por el precio, si hubiera podido, me hubiera comprado el 13600k",11 June 2023,Neutral
No title,No rating,"I was looking to upgrade my 10 year old Dell system to make it compatible with Windows.  This CPU stood out as it had a lot of cores, good speed specification and without the on board GPU it was a good price.  The supplied Intel cooling fan is very good, overall a good purchase.",11 June 2023,Positive
No title,No rating,"Ho deciso di rimanere su Intel sebbene AMD proponeva dei buoni prodotti. Fra le diverse varianti ho optato per la 13th gen e fino ad ora non sono rimasto deluso. Ottimo TDP e pienamente sufficiente per le mie necessità. I dati dello screen sono presi con utilizzo blando (browser, discord, steam e un gioco molto semplice quasi da cellulare (fallout shelter).Occhio ad eventuali colli di bottiglia nell'accoppiamento con una GPU (che non ho ancora preso).Già con una 4070 siamo leggermente sotto",10 June 2023,Competition Sentiment
No title,No rating,"Ho comprato questo processore Intel Core i5-13400F per aggiornare il mio vecchio PC e sono molto contento della mia scelta. Il processore è ideale per chi cerca un processore potente, veloce ed efficiente, adatto sia per il gaming che per il lavoro. Ha 16 CPU in totale e mi trovo molto meglio a fare editing video su YouTube. Non si scalda più come il mio vecchio cpu, sono molto contento della scelta.",8 June 2023,Positive
No title,No rating,"Für das Geld hat dieser Prozessor eine super Leistung und ist damit Amd etwas voraus. Er taktet sich selbstständig hoch und runter, wie es gerade passt. Er hat keine Onboard Grafik, aber das sollte man wissen, wenn man sich für diese CPU entscheidet.Die CPU ist immer, selbst bei Volllast, recht kühl.Eine echte Empfehlun.",2 June 2023,Competition Sentiment
No title,No rating,"Excellent processeur, 10 coeurs dont 4 économiques.Mon seul regret est que Windows gère aussi mal ses ressources, et réveille tour à tour tous les coeurs (ou presque) quand on ne fait rien que regarder les performances...)Grille de notation : note de style ??? Qu'est-on censé noter ici ? la couleur du processeur ?",30 May 2023,Positive
No title,No rating,"Servizio a pari di Amazon, comprare venduto da Amazon o da loro è uguale, forse meglio loro",24 May 2023,Positive
No title,No rating,Super),22 May 2023,Neutral
No title,No rating,Procesador de Intel. De lo mejorcito para todo. En juegos va de fábula.,1 May 2023,Neutral
No title,No rating,"This is my first bad experience with the i5 x400F series. Tried it on a fairly decent MSI Z790 Tomahawk motherboard.I tried the i5 8400, 10400F, 11400F and now this 13400F, and this is the first one that dissapoints.The turboboost behavior is not what I'm used to. I do not recommend this one. The performance overall is better then the older ones ofcourse, but the powerlimits and frequencies are all over the place, and not how it should be on paper. Max turbo power should be 143Watts and all core turbo 4.1GHz . My sample's All core turbo didn't go above 3.9GHz and the power draw didn't went above 80 watts. and that's lower then previous gens. Therefore it's underperforming. Weird behavior on this chip. Returned it.",29 April 2023,Negative
No title,No rating,"Non sono un esperto, ma cercavo un processore che mi permettesse di giocare e lavorare resistendo alla prova del tempo. Ebbene finora tutto alla grande, i benchmark risultano pure con un punteggio alto quindi A-OK",26 April 2023,Neutral
No title,No rating,same as my gpu and motherboard all box damaged.,5 April 2023,Negative
No title,No rating,"Procesor bardzo mocny, spokojnie przez lata obsłuży. Przesiadka z 5 generacji Intela na 13 :) Procesor przyszedł w wersji OEM, ale obsługa nadała mi zniżkę na zakup chłodzenia, więc jestem zadowolony. Gwarancja jest 2 lata, więc jest ok.",5 April 2023,Positive
No title,No rating,Stabile con performance di tutto rispetto nella fascia medio alta,3 April 2023,Neutral
No title,No rating,Preis Leistung ist top. Alles so wie man es von Intel gewöhnt ist,2 April 2023,Positive
No title,No rating,"Cercavo un processore potente e allo stesso tempo non troppo costoso e la mia scelta è ricaduta su questo. Inutile dire che va una meraviglia, ottimo sia per gaming che per lavori abbastanza pesanti. Ho tenuto per una scelta pratica il suo dissipatore originale e in full load non supera mai i 70 gradi. L’ho abbinato ad una B660 della Gigabyte e 32GB di ram a 3600MHz e non posso che essere soddisfatto!",14 March 2023,Negative
No title,No rating,Aucun problème fais le job,9 March 2023,Neutral
No title,No rating,"So far so good only had it installed for 3 days but working very well, and I chose not to pay the £10 delivery and it was still sent out with DPD",9 March 2023,Positive
No title,No rating,"Arrivato oltre i giorni di consegna, non imballato, ma su una bustina, infatti la scatola aveva gli spigoli ammacccati, non ho fatto reso perché era l'ultimo pezzo che mi mancava per il pc, e fortunatamente funzionante! Almeno pr ora",5 March 2023,Neutral
No title,No rating,10 cores for £200! I have this running with a 3070ti with zero processor bottle neck.Check your motherboards bios before installing though as it will need to be on the latest to run the new 13th gen processors. I found that out the hard way because I bought a new motherboard at the same time and had to borrow a 12th gen processor to be able to update the bios! All good now though running 10/10 and future proof.,14 February 2023,Future Expectations
No title,No rating,Un bon produit de moyenne gamme à un prix correct,14 February 2023,Neutral
No title,No rating,"Va fenomenal. Montado en una Gigabyte B660M DS3H, memorias a 3600 MHz de Kingston, RX6600 y 2 nvme pcie 4.0. Con refrigeración líquida de 240 alcanza máximo de 60° con un test de estrés. . Gracias a esta placa actualicé bios sin procesador. Va muy bien en juegos y en general.",10 February 2023,Negative
No title,No rating,I recently upgraded from the i5-8400 and this CPU was definitely worth it. My overall performance on my rig has increased with more smoother outputs and no stuttering at all on games I play.Easy to install and 100% worth it.,2 February 2023,Positive
No title,No rating,Vergleichbar mit nem 12600k...etwas schwächer aber deutlich weniger Energyverbrauch....Läuft hier auf nem TUF B660....absolut krasse CPU.Preis etwas hoch (noch) ...ich konnte aber nicht warten:),20 January 2023,Neutral
No title,No rating,Super CPU ! Habe ein Gigabyte b660 Gaming x und mit dem BIOS Update ging alles super . Windows ist direkt gestartet !,16 January 2023,Positive
