Review Title,Rating,Review Body,Review Date,Sentiment
No title,No rating,"Der Intel Core i3-12100 Prozessor aus der 12. Core-Generation bringt frischen Wind in kompakte NAS-Systeme. Als Einstiegschip der aktuellen Alder Lake-Architektur bietet er nicht nur ausreichend Rechenleistung für anspruchsvolle Server-Aufgaben, sondern überzeugt auch mit einer sehr effizienten Energiebilanz.Das moderne Hybrid-Design aus vier Performance- und vier Effizienzcores ermöglicht einen stets ausgewogenen Betrieb. Anspruchsvolle Aufgaben wie Video-Transcoding, Multitasking oder Containerisierung werden über die schnellen P-Cores mit hoher Taktrate bewältigt. Für weniger komplexe Hintergrundprozesse übernehmen die stromsparenden E-Cores den Job.Mit Boosttaktraten bis 4,3 GHz aus der Box bietet der i3-12100 auch ohne Übertaktung enorme Performancereserven für rechenintensive NAS-Workloads wie Videostreaming, Multimediaservices oder Datensicherungsaufgaben. Die moderne Skylake-Architektur und 12MB intelligenter Cache beschleunigen die Datendurchsätze zusätzlich.Der geringe Strombedarf erlaubt den Einsatz üblicherweise kühlerer und leiser Netzteile und Kühlsysteme. Das reduziert die Betriebskosten und Lärmbelastung des NAS erheblich.Der Core i3-12100 erweist sich als äußerst wandlungsfähiger Performancebringer für anspruchsvolle Heimanwender und Semi-Profi-NAS-Systeme. Die perfekte Kombination aus modernen Funktionen, Power und Effizienz zu einem sehr attraktiven Preis.",9 March 2024,Negative
No title,No rating,"PROCESSORE TRANQUILLO PER UFFICIO.CON UNA POTENZA BASE DI 6OW E TURBO DI 89W LA CPU E' SILENZIOSA.E' OVVIO CHE SE LA SI FA' ANDARE AL 100 PER CENTO IN MULTY CORE LA VENTOLINA STOCK UN PO' SI SENTE  MA ,A MIO AVVISO ,ACCETTABILE.CON CINEBENCH 2024 HO RAGGIUNTO 60 GRADI MAX CON UN CASE HTPC(AIR FLOW NON ECCEZIONALE)E DIREI OTTIMO!POSSIBILITA' DI USARE DDR5 FINO 4800MHZ.CONCLUSIONE:PROMOSSO A PIENI VOTI.",22 January 2024,Negative
No title,No rating,Peut tout faire mais je l'ai choisi pour ses capacités de vitualisation,3 January 2024,Negative
No title,No rating,"Parfait, livraison rapide",31 December 2023,Neutral
No title,No rating,"Wenn euch ein eine flotte Quadcore CPU grundsätzlich ausreicht und als Backup eine Onboard Grafik nicht schaden kann, dann braucht man hier ja nicht groß überlegen. Sparsam sowieso und heizt sich dementsprechend auch mit billigeren Kühlern nicht groß auf. Wenns ums Gaming geht dann solltet ihr halt schaun ob der jeweilige Titel  nicht schon mehr als 4 Cores abzufen kann (Cyberpunk z.B.) dann holt ihr mit einem 12400 6 Core natürlich mehr fps raus.",25 December 2023,Neutral
No title,No rating,"Montato, tutto ok al primo colpo, Intel sempre una garanzia come compatibilità e prestazioni.",20 December 2023,Positive
No title,No rating,All what u need for pc in 2023,2 December 2023,Neutral
No title,No rating,Ótima qualidade,1 December 2023,Neutral
No title,No rating,Suffisamment puissant pour de la bureautique et lire des vidéos 4k,7 November 2023,Neutral
No title,No rating,Tutto ok,18 September 2023,Positive
No title,No rating,Fiz a troca por um I5. I3 não atende demanda para jogos e softwares.,9 September 2023,Neutral
No title,No rating,PC !,23 July 2023,Neutral
No title,No rating,Articolo in perfette condizioni e funzionante.Spedizione tracciabile e molto rapida,13 July 2023,Neutral
No title,No rating,"Second one of these i have purchased-good general processor with integrated graphics that performs like a  6-core,ryzen 5 5600 in gaming",12 July 2023,Positive
No title,No rating,"Ne chauffe pas (31°) avec le ventirad d'origine, très véloce, ça me change de mon Core 2 duo 3Ghz acheté en 2009 ! Le meilleur rapport qualité prix dans le bas du moyen de gamme. Acheté initialement en seconde main sur Amazon. Problème de qualité, pâte thermique enlevée, surface de contact rayée, remboursé sans pb. Préférez du neuf, pour éviter une mauvaise surprise.",1 July 2023,Positive
No title,No rating,"Utilisé pour mise à niveau d'une tour avec carte mère Gigabyte et barrettes mémoire Corsair. Le pc a redémarré pour l'installation des pilotes, il n'a pas été nécessaire de réinstaller Windows.",12 April 2023,Neutral
No title,No rating,Bestes Preis/Leistungsverhältnis,31 March 2023,Neutral
No title,No rating,"Processore estremamente rumoroso. Il dissipatore del processore fa un rumore pazzesco anche per le operazioni più leggere, navigando in web. Le buone prestazioni sono visibili anche in game, ma il rumore è assordante, spesso ho le cuffie. Ho dovuto comprare un dissipatore a parte per poterlo usare normalmente",30 March 2023,Neutral
No title,No rating,ä#öjiä,30 March 2023,Neutral
No title,No rating,Parfait correspond à la demande,28 January 2023,Neutral
No title,No rating,"Tutto benissimo secondo le mie aspettative. Forse il prezzo un poco alto.Grazie tante, comunque.",13 January 2023,Neutral
No title,No rating,très bon produit,27 December 2022,Neutral
No title,No rating,it is too early to comment on the durability and the warmth of the product.,8 December 2022,Competition Sentiment
No title,No rating,"Intel uguale garanzia, arrivato ben imballato e funzionante al 100%",5 December 2022,Neutral
No title,No rating,"acquistato per una configurazione bassa-media per uso ufficio e un po' di video editing, fa il suo lavoro senza problemi, piccola pecca la ventola che dissipa il calore, basta che si alza un minimo la temperatura e comincia a fare un lieve ronzio ma è sopportabile",3 December 2022,Negative
No title,No rating,Today's i3 easily beats yesterday's i7. It's fast and the igpu is a bonus.,14 September 2022,Positive
No title,No rating,"Ho acquistato questo processore per assemblare un pc per un utilizzo prettamente da ufficio e pur essendo la versione base dei processori Intel desktop di 12a generazione sono rimasto piacevolmente colpito dalle prestazioni.La scheda grafica integrata UHD 730 si comporta bene ed è in grado di visualizzare e decodificare video fino alla risoluzione 8k, quindi mi sento di consigliare questo prodotto anche a chi ama guardare video e film. Riproduce correttamente filmati in 23,976p, 24p, 25p, 29p, 30p, 50p, 60p inoltre decodifica in hardware anche video codificati con il recente codec AV1. Il dissipatore abbinato è più che sufficiente a tenere sotto controllo le temperature.",6 June 2022,Neutral
No title,No rating,Tarif très agressif pour des performances largement au dessus du positionnement du CPU.  Très bien pour économiser pour l'achat d'un GPU.,31 May 2022,Neutral
No title,No rating,"Ho acquistato questo processore per una build dall'ottimo rapporto qualità prezzo consigliata dal canale YouTube ""Prodegeek"". Devo dire che le prestazioni mi hanno davvero stupito! Nessun problema di performance per un pc utilizzato in ambiente W11 e prevalentemente per editing immagini e lavori di grafica CAD/vettoriale. Ho scelto la versione con grafica integrata in attesa di scegliere una scheda video dedicata che non preveda la vendita di un rene.",26 May 2022,Negative
No title,No rating,ottimo,6 April 2022,Neutral
