Review Title,Rating,Review Body,Review Date,Sentiment
No title,No rating,"So, being an AMD fanboy, I was not keen on getting this, but the c/t (cores to threads) kinda caught my eye. Running 12 cores, and 20 threads (4 e-cores i think) I thought, well, for the price, it should be okay?I was wrong...This cpu is a monster in my eyes. Running with 32GB of ram (ddr4) and matched with the RTX 4070 GPU being cooled by the Artic Liquid Freezer ii, there is nothing stopping this from performing to its max. I would recommend this piece of kit to anyone, starting out or continuing on with building computers for their ""high end"" gaming etc. I have not once seen this struggle.",10 April 2024,Competition Sentiment
No title,No rating,Perfect,9 April 2024,Positive
No title,No rating,ya e cambiado todos los componentes de mi pc y desde que compré el procesador  me llego con fallos no e podido escribir por que e estado muy ocupado,8 April 2024,Negative
No title,No rating,"Working well, stable and can be overclock - with correct cooling setup. Good price too.",2 April 2024,Positive
No title,No rating,Usado no trabalho.,19 March 2024,Negative
No title,No rating,Huge upgrade from 8th gen i5! paired it with the ASRock Z690 and 32g DDR4,15 March 2024,Positive
No title,No rating,"A great performance, cheap enough for the performance it gives. I got this for 210$ on BF. Recommend!",3 March 2024,Positive
No title,No rating,Excelente,2 March 2024,Neutral
No title,No rating,This appears to be the best option for intel at this price range. Works as advertised.,25 February 2024,Positive
No title,No rating,"The media could not be loaded.
                



Ya vere como se comporta cuando haga mi ensamble",25 February 2024,Neutral
No title,No rating,"Great cpu, would buy again.",19 February 2024,Positive
No title,No rating,Great product/Brand Intel i7 CPU. I have been using the Intel brand CPU's and have been using the i7 and the K series since they were introduced. This seems to handle video processing and CAD/CAM projects quite well. I have always had great luck with Intel brand processors and will continue using them. Pretty good value for the cost.,17 February 2024,Positive
No title,No rating,"Comme d'hab chez Intel c'est très bon, les perfs sont juste incroyable avec le boost natif, j'ai réussi a l'OC jusqu'à 5.2Ghz et je suis sur qu'on peut monter encore avec un water custom.Seul défaut c'est que très vite quand on prend une 4080 il tire un peu la langue en 4k. Je vais devoir le changer après 2 ans à cause de bottleneck, mais sur une config avec une 3080(ti) ça doit être une très belle synergie.Très bon sur les tâches processeurs aussi, pour l'utiliser pour faire un peu de rendu les perfs sont vraiment bonnes.",13 February 2024,Positive
No title,No rating,"Processore eccellente, montato sul pc perfettamente senza intoppi, regge benissimo i giochi semplici anche senza scheda video",13 February 2024,Neutral
No title,No rating,Good enough for this price range,6 February 2024,Positive
No title,No rating,Recibí el producto con la prontitud del caso. Llego sellado y en una caja con otro producto. El funcionamiento es bueno y no se suele calentar mucho con un buen sistema de refrigeración por aire.,5 February 2024,Negative
No title,No rating,Arrived loose in the box. So every bump not only did it bounce in the box it was shipped in but the retail box is were it was loose. hope it works when the motherboard arrives.,4 February 2024,Future Expectations
No title,No rating,got it the next day as stated and was exactly as advertised. Yes would buy from again,3 February 2024,Positive
No title,No rating,It's a top-of-the-line CPU that will last for a long time. There's nothing to dislike about it.it replaced a 12 year 3770K!,2 February 2024,Positive
No title,No rating,Alles gut so,2 February 2024,Neutral
No title,No rating,"This is a very good product, and there are no issues with its features and performance. The usage process is also very smooth, and there hasn't been any overheating so far.",30 January 2024,Positive
No title,No rating,"我特價時購買的，使用上沒有任何的問題，物超所值。I purchased it at a special price, and I haven't encountered any issues in terms of usage. It offers great value for the money.",29 January 2024,Positive
No title,No rating,"This is my first intel build coming from past AMD builds (Ryzen, FX, Athlon, Phenom). I am nowhere near a hardware engineer level to distinguish or feel the differences in performances but for the average gamer and turning on this CPU with instructions followed, this chip is very well to be worth it and confident to be future proof until at least 2026. I overclocked this via the motherboard/bios settings and it stays cool with a $30 fan cooler. (don't get a super cheap or small cpu cooler otherwise would risk overheating) Just follow installation instructions carefully the chip is delicate. windows experience rating is a 9.7 so that says it all. If you have the extra 50-60$ go with the i9 i should have done that. AMD seems to be all the hype but I see why Intel won't be going away anytime soon this is a solid chip.",24 January 2024,Competition Sentiment
No title,No rating,"Went from a 9400f to this was a big different on gaming, i finally get the fully potencial of my gpu",24 January 2024,Neutral
No title,No rating,"For my needs, it’s the perfect “bang for the buck” balance between performance and price.",18 January 2024,Positive
No title,No rating,Excellent cpu and great value,18 January 2024,Positive
No title,No rating,This is a second purchase of core i7 12700. It works very well as expected.,18 January 2024,Future Expectations
No title,No rating,"Have been on team Blue for years now and coming off a 7XXX i5, this is a huge upgrade! Haven't looked into overclocking but having a K processor futureproofs me for that!",17 January 2024,Future Expectations
No title,No rating,Livraison relativement rapide et processeur livré neuf,17 January 2024,Neutral
No title,No rating,If you're looking for an Intel cpu I would recommend this even though it is a couple years old now I belive its still the best intel cpu for gaming,16 January 2024,Positive
No title,No rating,Nearly all my games were crashing using this 12 Gen cpu. I later found out most games doesn’t run on alder lake due to some anti cheat bug and you need to disable e cores in the bios and am not putting up with it. I returned it and will be upgrading to 13 or 14th Gen instead.,16 January 2024,Negative
No title,No rating,"the one i bought one year ago had instability. didn't know it was the CPU until it really started acting up. had to do a lot of tests with different component to finally be able to pinpoint the CPU. When i reached out to Intel, they Informed me about a policy about ''tray'' processor and ''boxed'' processor. basically a tray processor is sold in bulk and they don't cover warranty. As for Boxed processor, they are sold by certain compagny and cost usually more. Fortunatly, the one i got was a boxed one, but still Intel told me i had a ''tray'' processor. i had to go on their website and enter my product information and send them the proof that their website is saying i have a ''box'' processor. It was a bit unnerving, but at the en, they offered me the warranty and i'm supposed to receive a new one when they finish processing the one i sent them.",12 January 2024,Positive
No title,No rating,"Just be sure to match up the chip correctly on the socket (one corner has a triangle cutout)Easy to install.Runs smooth and is not a power hog or a supernova in terms of heat.Even at load, it performs well.Perfect for gaming, no issues in keeping up with GPU.",9 January 2024,Neutral
No title,No rating,"Great CPU for multitasking, I don't know too much about CPU but this is great!",5 January 2024,Positive
No title,No rating,Good value purchase to build a system.,29 December 2023,Positive
No title,No rating,"Basic processor used from my home PC, does exactly what was requested and ordered",28 December 2023,Neutral
No title,No rating,"I've installed a 10th gen 2x, 12th gen, and a 13th gen on my family's pc's. I've never had a problem.",28 December 2023,Positive
No title,No rating,Great value for 12th gen CPU.,23 December 2023,Positive
No title,No rating,Big upgrade from my 9 years old 5820K.,19 December 2023,Neutral
No title,No rating,The red LED on the motherboard indicates CPU failure.,17 December 2023,Negative
No title,No rating,Great processor chip! A much more improvement then my i7 4770k.,16 December 2023,Positive
No title,No rating,"At this time in the product life cycle, the 12th gen CPU is about half the cost of the 14th gen CPU.  It is more than fast enough for everything I do.  My major reason for upgrading was my old motherboard did not have TPM 2.0.  The CPU was easy to install, it is running between 36-37 degrees Celsius (though I admit I am not stressing it).  I am very happy with my purchase.",10 December 2023,Positive
No title,No rating,Great product,9 December 2023,Positive
No title,No rating,"Compared to the Coffee Lake generation I had been (willingly) stuck on for 4 years this is a massive leap. Before buying I was a bit skeptical since I'm not a fan of Intel's newer way of handling cores, but the first thing I tried when I got it was emulating PS3 games and right off the bat I saw compile times cut tenfold and stability at least doubled.The older CPUs from the 8th, 9th, and 10th gen are perfectly usable for most people so if you're on a budget maybe look on the used market for those. But if you really need something powerful this is a good option.",4 December 2023,Positive
No title,No rating,"The morning after building and setting up windows, drivers, etc. The PC had blue screened because of temperatures, and after a reset and entering the BIOS I saw that the temperature was 89 degrees celsius. Thankfully, after some trial and error I was able to undervolt it and not have my CPU die. I'd suggest anyone who looks into getting an intel CPU to undervolt it!",2 December 2023,Negative
No title,No rating,"Wow what an incredible black Friday deal. Seriously, $211 is well worth it for the performance. I also purchased the 12600k for $153 which is another unbeatable deal offered this year at amazon. If you managed to get your hands on either one of you made the right choice.",1 December 2023,Positive
No title,No rating,"for my limited budget, I bought it, While the 12700K isn't the top of the line, at least for me, it was more affordable and very performant. I've had good success overclocking it and actually undervolting  it to reduce temperatures!",30 November 2023,Positive
No title,No rating,Runs windows 1,23 November 2023,Neutral
No title,No rating,"I got the CPU on sale and I would say the performance is great, my application is running smoothly and does not come into any problem for a year now.",22 November 2023,Positive
No title,No rating,"this thing is a workhorse! ive got mine clocked to 5.0GHz and it runs like a dream, keep in mind this unit will require a water pump air coolers are not enough!",16 November 2023,Positive
No title,No rating,Classica CPU Intel di fascia media da gaming e produttività. Packaging perfetto e nessun problema di installazione.Viste le ultime uscite di CPU intel di 14^ generazione il prezzo dovrebbe assestarsi intorno ai 280-300 € per diventare un best buy,26 October 2023,Positive
No title,No rating,Very fast in Gaming,25 October 2023,Neutral
No title,No rating,Bought in prime days brand new. Processor came dead on arrival. Amazon customer support refused to exchange the processor for a working one. Very bad experience.Processor was sold and shipped by amazon too,21 October 2023,Competition Sentiment
No title,No rating,Because the 12-th CPU was cheap I decided to buy a 12700K. It's awesome.,19 October 2023,Positive
No title,No rating,"LLEGO EN PERFECTAS CONDICIONES, MUY RECOMENDABLE",18 October 2023,Positive
No title,No rating,"Il processore è ottimo, uso il pc per streaming e gaming e fa il suo dovere senza problemi. Però quando l’ho comprato era salito fin troppo di prezzo rispetto agli altri processori e alla qualità-prezzo. Funziona benissimo al momento, in uso da un mese.",4 October 2023,Neutral
No title,No rating,a brand new one has arrived everything is working well,2 October 2023,Positive
No title,No rating,Rien à redire et il ne chauffe pas (28C au repos) même sans water cooling,25 September 2023,Neutral
No title,No rating,"Paired it with an ASUS MOBO and a Lian Li 360mm AIO.Runs cool, no performance issues, and no bottlenecks for the gaming i use it for.",24 September 2023,Negative
No title,No rating,"Bought this for a new personal PC. My last was an i7 4790K build that got totaled out (crushed) during shipping. After building a new one on a z790i platform, the performance gain was stunning, completely night and day! I cannot say enough about this CPU, and would totally recommend this product!!",22 September 2023,Positive
No title,No rating,"I upgraded from the i7 6700k to the i3 13100 and saw a great performance increase. I was eager to test ddr5. However,  I also wanted to experiment with 6+ core processors. Fortunately I found this i7 12700k when the price dropped to 275. I wasn't sure if it would be a big increase from the i3 and the i7 6700k. But the i7 12700k is a ferocious beast that has crushed all tasks I've given it and brought immesnse life back to my RTX 2060 super and it stays cools & fluent.Z790 auros elite axI7 12700k overclocked pcores 5.2 ghz ecores 4.0 ghz 50-65°C during multi intensive tasks and games for long periods of timeRTX 2060 super 8bg ddr6Corsair vengeance 6000mhz ddr5Cyberpunk 60-65 fps 1080 ultra+psycho with medium ray tracing with a low of 59Starfield 30- 40 1080p fps high settings the devs need to optimize thoughHorizon zero Dawn 80-85 fps 1080 ultraShreds through video editing and music editing all at onceAmazing at multitaskingPowerfulFastCan be placed in ddr4 mobos and ddr5 mobos",22 September 2023,Positive
No title,No rating,"This is my first 1700 socket processor, so I can't really give it a proper speed review , however it was very simple to install , just be very very careful !!",4 September 2023,Positive
No title,No rating,Excelent product!!!!!,30 August 2023,Neutral
No title,No rating,Es lo que se espera de sus especificaciones.,23 August 2023,Neutral
No title,No rating,Good.......,19 August 2023,Neutral
No title,No rating,"Works fine, no questions",16 August 2023,Negative
No title,No rating,Narrowed down a problem to this GPU. Everything else was replaced trying to figure out a boot issue and once I swapped to a different GPU it fired right up. Too bad now I'm outside of the return window since it took about a month to figure out. I'll have to go through the warranty process with Intel now.,11 August 2023,Negative
No title,No rating,"It's pretty good value for money (as far as intel CPUs are concerned...) for a 12th gen CPU, but if you're looking for the BETTER value get the i5-13600K which outperforms it at pretty much the same cost while being a 13th gen CPU. The only real downside of the 13600k is that it generally requires a 13th gen compatible motherboard, otherwise you'll need to FLASH THE BIOS on a 12th gen compatible motherboard to update the motherboard for it to be able to read 13th gen CPU (I highly do not recommend doing this). I've tried it a few and it's such a big hassle (many potential issues...)that I recommend first time PC builders or part buyers to just save yourself a headache and buy a 13th gen CPU, along with a 13th gen compatible motherboard (don't buy 12th gen mobo) which obviously doesn't require flashing bios for the 13600k to be usable.",5 August 2023,Positive
No title,No rating,"This item has been with me for a very short time.So I recently decided to upgrade my gaming rig, and after extensive research, I made the bold choice to order the Intel Core i7-12700K Gaming Desktop Processor with Integrated Graphics and 12 Cores. Let me tell you, this processor is the absolute best! With its 12 cores, it brings a whole new level of performance to my gaming experience. Whether I'm playing graphically demanding AAA titles or indulging in intense multitasking, this processor effortlessly handles it all. And what's even better is that it comes with integrated graphics, meaning I didn't have to shell out extra cash for a separate graphics card, yet. The integrated Graphics offer the flexibility of running dual displays smoothly without any hiccups. Plus, with Intel's reputation for reliable and high-quality products, I know I can trust the i7-12700K to last me for years to come.I hope you find this review helpful.",5 August 2023,Future Expectations
No title,No rating,"Recibí el procesador con el sello de seguridad roto, hasta ahora todo funciona correctamente pero no me agradó que esto estuviera así",5 August 2023,Negative
No title,No rating,Works great with my 4070. No complaints here other than it could be cheaper.,28 July 2023,Positive
No title,No rating,thank you,26 July 2023,Positive
No title,No rating,I bought this for my 13 year old son for a PC gaming buildWhen this is on sale for 219.99 its a immediate buy!Such great performance for the price - It's out performing my i-9Buy it you wont be sorry!,26 July 2023,Positive
No title,No rating,Funciona perfectamente. Noto la diferencia ya que vengo de una i5 octava generacion. Y ya con una GPU 4070 ti tendré mas experiencia al respecto.,26 July 2023,Neutral
No title,No rating,"The heart of my PC build and wanted to have the ""K"" version with the Integrated Graphics... even though I was going to have a GPU anyways, it's a good backup if the GPU fails.Can't do a Pro and Con here as there is nothing much to report.It plays every game without bottlenecking my RTX 3070 and was a breeze to install (there is literally one way to install it. <You'd have to intentionally or forcibly install it wrong).Also, it runs surprisingly cool and doesn't act like an easy-bake oven in my Motherboard.",25 July 2023,Positive
No title,No rating,"So far so good, but then that's what I said about the last one...  I'll check back in a year on this and hope it outlasts my prior CPU.As for the last one... it's Intel dropping the ball with their QC it seems.  Had an IMC function poorly and finally give up the ghost and refuse to post with more than one memory module installed.  Couldn't run any XMP profiles, and swapping the processor solved it (not a Mobo issue).Just watch for funky behavior when you buy this gen, and return it if *anything* seems even *remotely* off.",21 July 2023,Future Expectations
No title,No rating,"Bought this for my new upgraded setup, I decided to pick this processor to replace my old i7 4790K, although it was still running strong after many years it was starting to show signs of aging so I completely went from 4th gen to 12th gen, performance in gaming and business apps is really noticeable.",20 July 2023,Positive
No title,No rating,Not that tech savvy with computer parts but this definitely is a powerful component to my build. Happy I purchased on sale.,16 July 2023,Positive
No title,No rating,"Not much to say about this cpu. It's Intel, and these are immortal. Still have the 3770K I got like 10 years ago, and an Extreme I got even earlier than that.So the main motive here is to let Amazon know that I HAVE received the item, but I don't know how to let them know so they can change the ""package left at mail"" to ""Already received""...",16 July 2023,Positive
No title,No rating,Intel CPU is good,14 July 2023,Positive
