Review Title,Rating,Review Body,Review Date,Sentiment
No title,No rating,"In 2020 I made the mistake of switching to AMD. The system I built was so annoying. The fan would increase and decrease speed depending on the load, and it literally made the processor wait for the fan--at least that's how it seemed. Slowed everything down and made a lot of unnecessary noise. With my new Intel-based system, those issues are gone, and I have a lightning fast PC. Learned my lesson about AMD!",9 June 2024,Competition Sentiment
No title,No rating,I received a defective i7 14700kThe system will nit run and keeps getting blue screen. I swapped it with a 12700k and everything worked just fine. I even tried it on another motherboard to make sure and the same problem happened. (For info both motherboards are 14th gen compatible ),9 June 2024,Negative
No title,No rating,i just got mad oved the tumbling issue. The performance of the processor is fine.,7 June 2024,Negative
No title,No rating,Able to compile rust code way faster now.,6 June 2024,Neutral
No title,No rating,Instead of buying i9 buy this and you will get 20 cores and safe alot of money,6 June 2024,Positive
No title,No rating,Products work well but runs very hot. Tribal packaging tho the only Protection was a piece of crumpled paper. The cpu wasn't even in the packaging it had folen out and was just tumbling around the box when it arrived. luckily didn't have any noticeable damage though,5 June 2024,Positive
No title,No rating,"The Intel Core i9-14900K processor is a beast when it comes to gaming and multitasking. With its 24-core configuration (8 Performance-cores and 16 Efficiency-cores), this CPU handles everything from intense gaming sessions to heavy-duty content creation smoothly and without a hitch. The unlocked feature allows for overclocking, providing additional performance boosts as needed. Integrated graphics are a great addition, capable of handling basic video tasks and supporting displays without the need for a separate GPU. This processor consistently delivers high speeds and reliable performance, making it a top choice for anyone building a high-end PC. Whether you're gaming at the highest settings, streaming, or juggling multiple intensive applications, the i9-14900K stands up to the challenge.",4 June 2024,Positive
No title,No rating,"This processor is a speed demon. Gaming, editing, encoding, and whatever else you can think of, it can handle. The performance is there. The value for money is quite good too. Unless you really want top of the line, this chip effectively eliminates the i9 from consideration. 20 cores. 8P and 12E. Boost up to 5.6GHz on 2 threads. I swapped a 12600K for this part and I'm still kinda staggered at just how fast it is in heavily threaded apps. This is a perfect upgrade chip for somebody on an older 12th gen i5 or lower. I wouldn't consider building new with it however.There's a cost to this CPU though. Heat. And power draw. I have an Arctic Liquid Freezer III 360 AIO on this chip, and even with a sizable undervolt, it still throttles at around 230W running 100C. It feels like this chip is almost uncoolable. Unless you go full custom liquid cooling or something. I considered a large air cooler for this chip and I'm glad I went with an AIO. Buyer beware. This thing runs hot. It's also incredibly fast. If you can cool it this thing will fly.",2 June 2024,Positive
No title,No rating,AMAZING AND RECEIVED SO QUICK! <3,2 June 2024,Positive
No title,No rating,Defective from manufacturer constant game crashes because of power throttle issue. Intel needs to recall this product and refund everyone.  I replaced every part on my new PC build only to find out the issues was this Intel CPU (amazon 30 day warranty had already expired by then).  I'm now having to wait for months attempting to get a refund from intel.  This is a well-known issue and Intel refuses to admit and recall product,2 June 2024,Negative
No title,No rating,"System booted  fine with 2 ram sticks installed and it appeared that everything was fine at first but after some time issues started to show up.  Unfortunately this did not happen until the 30 day return policy elapsed.  At first I thought it was the motherboard or RAM.  But testing of different RAM ruled that out.  Bios updates to the motherboard did not help the issue.  Putting in a known good CPU allowed the final test of the motherboard and original system RAM and that all passed which indicates a issue with the CPU.  Now I'm waiting for Intel RMA process to have them test the CPU again and hopefully replace it.  When I did not have issues, it was a fast CPU, very impressed with that, just wish this showed up sooner.",2 June 2024,Future Expectations
No title,No rating,I was able to get 240fps in CS go and valorant without external GPU.I previously had 6th gen i7 and GTX980. And that couldn't pull this.Lightroom rendering is also good i am able to color correct 100 raw pics in seconds.I didn't expect this performance when i updated.,31 May 2024,Future Expectations
No title,No rating,"The 13th and 14th gen intel cpu chips are notorious for being unstable and low quality. While installation is easy, the chip may come with deficiencies that get worse over time.For the first couple months after install i would experience BSoD crashes and i was trying to diagnose. Now 2 months later the computer will no longer boot without BSoD. All other hardware has been replaced meaning the chip is absolutely the issue. Currently in the process of RMA negotiations with intel because diagnosis took longer than the amazon return window. So far their service has been slow to respond. Until intel admits to the faults in these generations and offers an actual fix i would suggest sticking to AMD. I wish i had.I personally never overclocked the card, never had the chance, it wasn't very stable on default settings. Had a ticket with intel since 3 days ago, they havent reaponded in 2 days. Buyer be ware...",31 May 2024,Competition Sentiment
No title,No rating,"I decided the difference between the i7 and the i9 didn't justify the price difference, considering I was already getting about 1/3 more performance than my 12th generation i9. I wanted plenty of motherboard resources so I also bought the MSI MEG Z790 ACE, 32 GB of Kingston Fury 6400MT/s DDR5 and a 2TB Samsung 990 NVMe drive.Cooling had been a slight issue with the 12th generation i9, even with a 360mm AIO cooler, so I went custom loop. Along the way I found a GPU water cooler on sale and decided to install a lot of cooling. The Thermaltake 900 tower can take two 560mm radiators, but I wanted some disks, so I went for a 560x140 and a 280x140, both 45mm thick and backed by 6 fans. Four more fans feed air into the case and there's till plenty of clear space for more air to be dragged in.So what's the result? The processor runs at 85C worst case, and only two cores at that temperature. The fast DDR5 does make a significant difference. I initially ran it at 6GT/s then turned it up to 6.2 and finally 6.4. The last change is a 3.5% change in DDR5 speed and that gave me a 2.4% increase in system speed. I kept my old RTX3070 which used to run over 80C and now runs at 62C worst case. So despite more performance the system runs a lot cooler.I mostly run X-Plane 12, which runs the GPU and CPU very hard, continuously. After several hours the cooling water reached 36C and the worst core temperature was 85C. The processor just works. No stability issues with the standard settings on the MSI Z690 motherboard. There are three standard memory tuning options for 6.0, 6.2, and 6.4 GT/s and all work. This will do for me for a few years.",31 May 2024,Competition Sentiment
No title,No rating,"Muy buen procesador, pero necesita una buena refrigeracion.",30 May 2024,Neutral
No title,No rating,My husband built me a computer from scratch because my old one was to slow for him. The I7 was the last thing I needed. It was easy for him to install. It performs fantastic.,30 May 2024,Positive
No title,No rating,"El producto era de importación, entiendo que pudieran haber abierto la caja, pero llegó incluso con restos de pasta térmica, por lo que debió haber sido usado o era uno que regresaron. La incógnita de no saber que tanto estrés se le metió al procesador antes de enviarlo es complicada, cuando se esperaba un producto nuevo.Actualización: El procesador en efecto venía dañado, el primero problema fue que impedía la instalación de Windows. La forma de verificar la falla fue entrando a la BIOS y desactivando todos los cores, a posterior fui activando uno por uno. Con un solo núcleo permitió instalar Windows, el resumen fue: todos los E-cores funcionaban, de los P-Cores estaban dañados el 4, 6 y 7 ya que al encender cualquiera de esos tres desde la BIOS, generaba pantallas azules, se freezeaba o cerraba programas aleatoriamente.No descarto que el tema haya sido un problema de fábrica, pero desde que llegó con pasta térmica en los bordes, me hacía sospechar que había algo malo con el procesador, ya se realizó la solicitud de reembolso.",28 May 2024,Negative
No title,No rating,Ooohhhhh boy this is fast and secksy. Maybe the women will love me long time for buying mmmmmm boy Im insecure,25 May 2024,Positive
No title,No rating,Works as advertised.,24 May 2024,Neutral
No title,No rating,This is something that a lot of people do not understand about processors. If you put too much voltage you are going to damage it. I want to delid it but I don't see the need and here is whyEven if I can get it 20 degrees cooler it will not matter It will still need 3.5 to 4.2 volts to stay stable at advertised speeds.I am running it @ 5.4 GHZ all P cores and this thing is unbelievably reliable . And maybe 10 seconds extra to render vs 5.7 to 6.0 GHZI get the point that ppl want to have the Bragging rights to say that it runs that fast but it will gwt damaged guaranteed 400 watts is a lot for that little unit. I think that 5.4 5.3 5.2 is more than enough specially when you have a total of 32 threads and gaming is practically single threaded . And most games are GPU bound. I only use it in the gaming department for Flight simulator and have not seen it above 68 degrees.I had a 4770 k and still running strong at 4.5 GHZ in a very small case.Intel is a beast and this I 9 is very good . Future proof for at least 5 years to come .Note. I have delided at least 20 cpus and the ones that got damaged were the ones that got a lot of voltage . They are very heat resistant but voltage just kills them .I have been running this cpu 24 /7 not an issueNot a blue screenJust underclock and undervolt and you are good to go This thing is a monster .,22 May 2024,Future Expectations
No title,No rating,処理早い。,20 May 2024,Neutral
No title,No rating,This 14th generation Intel Core i7 is a powerful and fantastic processor for a desktop gaming build.The product is well packaged with some assembly instructions that are easy to follow. I heartily recommend this computer processor for DIYs and computer enthusiasts.,20 May 2024,Positive
No title,No rating,"Installed on an Asus Z790 Hero motherboard, the system was unstable when attempting to undervolt the CPU, and tweaking settings never stabilized it. Hopefully, Intel will release more stable silicon in their next generation.",20 May 2024,Future Expectations
No title,No rating,i like it,19 May 2024,Positive
No title,No rating,I upgraded from an i9 - 11900K.  Pretty good performance increase on benchmarks.  I haven't gamed on it yet (still in the process of locking down cables and loose hardware)MB GIGABYTE Z790 AORUS PRO X,19 May 2024,Positive
No title,No rating,"This CPU is a scam. I spent four months debugging my new system, went through three motherboards, two sets of RAM and countless hours of debugging and trying, just to figure out that this CPU is garbage. I can't get my system stable, it keeps failing. This CPU is so overclocked that it does not run stable. Ever. Safe your money, times and nerves and stay as far away from this CPU as you can. I will never buy Intel again.",18 May 2024,Negative
No title,No rating,This CPU is a piece of garbage. Can’t run most games without special settings that are all different from each other depending on the game. Don’t buy this worthless CPU. Was better off sticking with my 10th gen I7,17 May 2024,Negative
No title,No rating,"Buen procesador que te da para poder jugar y realizar trabajos de ofimática, renderización de video, etc",16 May 2024,Neutral
No title,No rating,this is kinda good for my GPU,15 May 2024,Positive
No title,No rating,upgraded my pc from a 8700k to this bad boy. exceptional speeds and performance. temps are good and tasks are loading super fast !,12 May 2024,Positive
No title,No rating,no calineta mucho pero utilizo un radiador 360 corsair,12 May 2024,Negative
No title,No rating,"I had some issues after install with Windows wanting me to buy it over again. While I was on with Microsoft tech support even they were like, ""that's a heck of a setup""...",11 May 2024,Positive
No title,No rating,Even running at the default 6.1ghz turbo settings the processor is extremely unstable and causes constant crashing.  Only way to stop it is to go in bios and set the core ratio to 57 max for power cores and 43 for efficency cores. Drove me nuts trying to figure out the problem for months also buy a hefty duty power supply if you're buying a 40 series rtx graphics card constant crashing of apps and games from lack of power to the graphics card from even a 1000 watt supply,10 May 2024,Negative
No title,No rating,"processore al top, davvero stupefacente.Non a buon mercato, ma se servono prestazioni questo è il processore giusto.",10 May 2024,Positive
No title,No rating,This CPU is a absolute monster.  Period.  i love it .  i have it paired with a 4080 super.  Any new game i can usually pull 300 fps on any game!,10 May 2024,Positive
No title,No rating,"The media could not be loaded.
                



Works well on my new PC",9 May 2024,Positive
No title,No rating,"Before you purchase this CPU please also purchase alongside of it purchase a 360 AiO as well, this CPU is in need of it. I'm not trying to say that to scare you but it runs warm. In my (asus) bios I turned on ""Disabled-Enforce all limits"" so that the motherboard doesn't try to do on the fly OC to keep temps low and stability up. I haven't had any crashes or stability issues at all. I did a full platform upgrade from the 10900k to this, I kept my RTX 3080 and the performance bump was actually fully noticeable. I'd say my average temperature for doing basic computing is around 37c with my Lian Li Galahad II Trinity 360. It's a monster of a CPU genuinely and if you are in the market for an upgrade don't hesitate you won't regret it.",8 May 2024,Competition Sentiment
No title,No rating,I'm using this as a server CPU mostly for the SR-IOV capable GPU stability has been an issue when running windows VM's on proxmox but in light of recent news about mainboard MFG's pushing the CPU too hard out of the box that may be the source of my stability issues as I mostly left the settings OOB for the CPU,8 May 2024,Positive
No title,No rating,評判通りゲーム落ちます。ただしっかりとbiosやグラフィック設定をすることで問題は解消されますが少なくとも初めて組む人向けではないです。それでも欲しい人はしっかり設定の勉強しましょう。,8 May 2024,Neutral
No title,No rating,"It's a processor. It's like any other processor that processes, only better.It destroys video editing and processor intensive brush strokes in Corel Painter. It has no problem with any kind of processing you can throw at it.Runs hot and causes the cooler to spool up when playing poorly programmed games, but the water cooler is up to the task. Still, it reveals what games are just piles of trash code.Just remember to update your BIOS because it's still a relatively new processor. And stay away from Windows 11.",8 May 2024,Negative
No title,No rating,Brand new chip doesn’t even work. How’d are these for sale? Returned this. Amazon received this almost one month ago and still hasn’t issued a refund.,7 May 2024,Positive
No title,No rating,"This processor has way better memory controller then my previews 12900k for my DDR4 clocking at 3950 MHz at 15-15-15-30 timing error free. I had heard about the 14900k has crashing issues so far I have no issues with Unreal Engine 5 games, Tekken 8, Battlefield 2042, etc, etc.... My cpu is running 59 GHz all P cores @ 1.35v limited power P1 and P2 @ 253 Watts, therefore, won't over heat and degrade the  silicon of my 14900k,  55° average temperature on gaming with a good cooler MSI MEG Core Liquid S360 - AIO at full speed push and pull fans. All my games runs extremely smooth at high frame rates with no stuttering.",6 May 2024,Negative
No title,No rating,"This Intel 14700K is phenomenal! Lightning-fast speeds and seamless performance make every task a breeze. Whether I'm gaming, streaming, or working, it handles everything with ease.",6 May 2024,Positive
No title,No rating,"I was thinking, i am building my first major rig and wanted a beast of a processor. Wiff. this thing has the stability of someone on a unicycle on a tramploine. somedays its all good, others.. well i think you can imagine.",5 May 2024,Positive
No title,No rating,"The processor is great and arrived sealed in good condition, however, the cardboard box had no protection and it could easily be damaged if it fell.",5 May 2024,Positive
No title,No rating,"The media could not be loaded.
                



This beauty does exactly what it says, super fast overclocking her to 6 GHz run smooth.",4 May 2024,Positive
No title,No rating,"I have this CPU on an ASUS z790 Hero MB with a H150i 360mm AIO cooler. This cpu temp spikes and throttles like crazy under high load. Using Thermal Grizzly paste as well. I have built competition systems for over a decade. This is not normal... Been following the online ""declocking"" and ""undervolting"" and that is unacceptable.",4 May 2024,Competition Sentiment
No title,No rating,"Als es einen Monat und zwei Tage alt war,als ich Ai overclocked  trat Rauch auf, ich zog am PC-Kabel und hinterließ zwei Spuren auf meinem Motherboard. (Asus z690 Maximus extreme )  jetzt habe neuer motherboard und CPU bestellt , ich empfehle keinen",4 May 2024,Neutral
No title,No rating,Intel I7 processor was delivered with the open box and with tape on it. When I bought It says that the I7 was brand new. Very disappointed for the right price I paid for it.,4 May 2024,Negative
No title,No rating,I have written a couple of dozen reviews on Amazon and this is only my second negative review.  I placed an order for a brand new Intel 14700K CPU from Amazon and it arrived as an Open Box (the factory seal had been cut and the processor was jammed into the packaging at an odd angle.  I installed it in my system and it would not boot - did not even get past the POST testing.  I uninstalled it and send back for a refund with a note that it was an open box and was defective.I give this only a single star across all categories as the processor arrived in an open box (I paid full price for a new CPU) and did not work in my system (it was defective on arrival) - it's a month later and I still have not received a refund.  I purchased an identical CPU from another source and that CPU booted up with no issues (it is running the PC I am typing this review on) so clearly an issue with the quality of the product that Amazon shipped to me.,3 May 2024,Competition Sentiment
No title,No rating,"I upgraded from an 8700k to this 14700k nearly 8 years later. Performance-wise, the difference is fairly negligible to me, and that is reflected in the 'real' specs. Going from 6 cores to 20 cores isnt really a 3x+ increase when most of those cores are 'efficiency cores'. User benchmark puts 14700k as only being 47% faster than the 8700k, despite being 8 years and 6 generations apart.The main improvement from my point of view is the reduced idle/casual power use. My UPS tells me that for my 8700k/1070ti system I drew ~0.43 Kw, and my new 14700k/4070ti super draws ~0.31 Kw watching YT, browsing the web (includes fans, monitors, etc).Mostly just wanted more balance for the new graphics card, since that's what does most of the heavy lifting these days anyway. AI image generation/training - GPU, video rendering/editing/transcoding - GPU, even audio processing/correction is done on GPU these days.",3 May 2024,Positive
No title,No rating,"Because of the crash problem and we are told to turn down the performance in the CPU, We are not getting the performance we paid for. INTEL is saying it's the motherboard, and the motherboard is saying it's INTEL. we are not getting what we paid for, I think they should recall and give us a refund 🤔 what a waste.",3 May 2024,Negative
No title,No rating,"I have had soooo many stability issues it is unreal.  I originally purchased the i9 13900k, did no overclocking but had soooo much trouble with the system that I stupidly replaced the mainboard and video card.  I didn't refund as I assumed that I had done the damage.  Literally months of troubleshooting and doubled expenses before I realized that the asus mainboard defaulted to super high wattage and the chip itself began to degrade at an extremely fast rate.  Yet again assuming that I must have done something wrong I ordered this replacement chip, to find issues suddenly occuring again.  This is about when the news dropped on mainboard suppliers and intel passing the buck on an inherently co dependant series of faults that have personally cost thousands upon thousands of dollars.I'm an IT professional, have been in the industry for more than 20 years, and have never encountered a situation so costly for the end consumer.I really hate to say it, I hold stocks in intel, I've loved them as a brand and considered them to be a number one choice, I can no longer say this.I honestly think there should be a class action lawsuit over this chip and it's predecessorI had to purchase 2  rtx 4090 and 2 asus mainboards before I could even lock down this issue.I hate to say it but if I'd gone with a competitor I would have saved multiple thousands of dollars.",3 May 2024,Competition Sentiment
No title,No rating,por la compra del procesador decía que regalaban un juego  no veo ningún código de canjede resto Intel es Intel lo mejor del mercado,1 May 2024,Negative
No title,No rating,ممتاز وصلني بس كان الكرتون متعفص شوي,1 May 2024,Neutral
No title,No rating,"Switching from a 5800x3d for my 4080 super.. this is one heck of a cpu. I only put a $60 280mm aio ""I'd cooling"" and put it on smart fan. After that gaming has been a breeze with crazy high fps that give me 99% GPU usage in every game. Jedi survivor is getting over 130fps with dlss quality on. Which is unheard of from everything I read. Totally glad I went with this over 7800x3d. Mobo was much cheaper with every bell and whistle I wanted. My newest build is definitely nice enough to leave any builder drooling.. Thanks to this cpu at its core.",1 May 2024,Positive
No title,No rating,"Didn't get to use this because the motherboard I ordered with it was D.O.A. Not the seller's fault, of course. I ended up refunding.",29 April 2024,Positive
No title,No rating,I love it.,29 April 2024,Positive
No title,No rating,Must have 360mm water cooler for this cpu it runs very hot fast! My 260mm wasn’t enough to cool it down at all while gaming!,29 April 2024,Positive
No title,No rating,"New, great product, came as described and very fast at the same day!",28 April 2024,Positive
No title,No rating,"Intel has pushed these 13th and 14th Gen i9's way too far in an effort to keep up with AMD. They come out of the box with maxed out settings, including a nearly unlimited 5000w (yes, thousand) available power draw. Intel customer support will ask you to manually configure the BIOS to a setting that effectively renders it a very expensive i7. Wait until they get this fixed, if it's even possible, unless you just really like underclocking and BSODs",27 April 2024,Competition Sentiment
No title,No rating,"I have used this for my build and 3 others, didn't realize what the F is for...Get the K, it's not much more and worth the extra. That being said, this beast will do everything you want it to do and more.",24 April 2024,Positive
No title,No rating,"I bought this as an upgrade from my trusty i9 10900k. I was worried the performance boost would be marginal but I was pleasantly surprised to get a solid boost on 1440p with my rtx 4080 super. Playing Helldivers 2, my fps went from mid 70s-90s to 120-140s at everything maxed out. Playing VR sims like il-2 and DCS has mostly eliminated little stutters and performance drops. Similarly, MSFS 2020 at ultra settings in populated areas provides a smooth and stable experience. My temps generally stay around 65 to 75 underload/demanding gaming. I have seen brief spikes to 80. I'm using an EVGA CLC 280mm cooler. I may need to reapply thermal paste.",23 April 2024,Positive
No title,No rating,The one received was a silicon lottery loser that required excessive and abnormally high voltage and had horrible SP-ratings. It was returned because the poor silicon quality made it unsuitable for the purpose for which it was purchased. I purchased a 14900KF from Amazon to replace it and it was equally poor quality and had to go back. Intel needs to cull their trash samples and sell them at a lower price. A CPU that needs 1.500V to run stock turbo clocks is unacceptable and impossible to properly cool.,22 April 2024,Negative
No title,No rating,Works - what else is needed?  a little expensive.,20 April 2024,Neutral
